"locus","chr","start","stop","processed","K","n_snps","h2_MDD","h2_BIP","p_MDD","p_BIP","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
654,4,58011086,58940256,TRUE,286,2326,0.000539588,4.24023e-05,0.000210615,0.233344,FALSE,NA,NA,NA,NA,NA,NA,2,NA
655,4,58940257,59692948,TRUE,170,2105,0.000262236,6.62639e-05,0.0111767,0.0784299,FALSE,NA,NA,NA,NA,NA,NA,2,NA
656,4,59692949,60746709,TRUE,227,2853,0.000482696,9.13974e-05,0.0002294,0.048414,TRUE,-0.246858,-0.246858,FALSE,-1,0.47006,0.467203,2,NA
657,4,60746710,61971161,TRUE,213,3603,0.000326357,0.000111124,0.00637557,0.020464,TRUE,-0.689322,-0.689322,FALSE,-1,-0.01019,0.0556629,2,NA
658,4,61971162,63337954,TRUE,348,2691,0.000367893,0.000165266,0.0116098,0.00856572,TRUE,0.315571,0.315571,FALSE,-0.50031,1,0.354006,2,NA
659,4,63337955,64117431,TRUE,176,2189,0.000359659,0.000122024,0.00173322,0.00874415,TRUE,-0.4796,-0.4796,FALSE,-1,0.13683,0.129555,2,NA
660,4,64117432,65563100,TRUE,219,3535,0.000275471,0.000145899,0.017088,0.00459983,TRUE,-0.0510361,-0.0510361,FALSE,-1,0.7519,0.882591,2,NA
661,4,65563101,66597446,TRUE,223,2729,0.000576239,0.000118726,2.24344e-05,0.0167766,TRUE,0.213489,0.213489,FALSE,-0.45397,0.9292,0.452375,2,NA
662,4,66597447,67616362,TRUE,195,2357,0.000234082,0.000145241,0.0267254,0.00312397,TRUE,-0.160408,-0.160408,FALSE,-1,0.60721,0.651474,2,NA
663,4,67616363,68742859,TRUE,216,2624,2.47715e-05,0.000109867,0.407812,0.0208823,FALSE,NA,NA,NA,NA,NA,NA,2,NA
664,4,68742860,69603368,TRUE,105,992,5.19369e-05,5.93497e-06,0.262699,0.41692,FALSE,NA,NA,NA,NA,NA,NA,2,NA
665,4,69603369,70516836,TRUE,97,2133,0.000230192,NA,0.00525002,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
666,4,70516837,71468300,TRUE,168,2830,NA,0.000118726,NA,0.00763288,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
667,4,71468301,73258294,TRUE,293,3133,0.000964131,0.000254588,7.63151e-09,0.000104289,TRUE,-0.148114,-0.148114,FALSE,-0.60149,0.22924,0.432345,2,NA
668,4,73258295,74885900,TRUE,263,2970,0.000228014,0.000203847,0.0528561,0.00062188,FALSE,NA,NA,NA,NA,NA,NA,2,NA
669,4,74885901,76497358,TRUE,348,3411,0.000198005,0.000280365,0.105815,4.7133e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
670,4,76497359,78045637,TRUE,360,3703,0.000689295,0.000209674,5.07409e-05,0.0015647,TRUE,-0.136621,-0.136621,FALSE,-0.80938,0.34829,0.572335,2,NA
671,4,78045638,78967715,TRUE,202,2219,0.000192992,0.000203421,0.0556123,0.000147748,FALSE,NA,NA,NA,NA,NA,NA,2,NA
672,4,78967716,79880101,TRUE,195,1908,0.000171753,0.000130924,0.0747056,0.00668,FALSE,NA,NA,NA,NA,NA,NA,2,NA
673,4,79880102,81206182,TRUE,268,2649,0.000310103,0.000216774,0.0163693,0.000291332,TRUE,0.174109,0.174109,FALSE,-0.56933,0.91359,0.563375,2,NA
674,4,81206183,82655623,TRUE,281,2597,0.000465548,0.00017882,0.00130052,0.00234902,TRUE,-0.389782,-0.389782,FALSE,-1,0.1637,0.16421,2,NA
675,4,82655624,84003062,TRUE,312,3069,6.68921e-05,0.00029251,0.316897,1.15142e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
676,4,84003063,85437805,TRUE,320,2700,0.000294708,7.99442e-06,0.0286501,0.439095,FALSE,NA,NA,NA,NA,NA,NA,2,NA
677,4,85437806,86931670,TRUE,237,3115,0.000133336,2.24623e-05,0.151206,0.329526,FALSE,NA,NA,NA,NA,NA,NA,2,NA
678,4,86931671,88502717,TRUE,262,3296,0.000240035,0.000173203,0.0423069,0.00234996,TRUE,-0.374923,-0.374923,FALSE,-1,0.37284,0.302457,2,NA
679,4,88502718,89244554,TRUE,208,1981,0.000230286,9.84551e-05,0.0331992,0.0331939,TRUE,-0.387853,-0.387853,FALSE,-1,0.53535,0.373235,2,NA
680,4,89244555,90236971,TRUE,252,2055,0.000100741,0.000227629,0.219903,0.000125772,FALSE,NA,NA,NA,NA,NA,NA,2,NA
681,4,90236972,91309863,TRUE,216,2379,0.000298142,0.000232737,0.0173417,3.34454e-05,TRUE,0.17729,0.17729,FALSE,-0.51682,0.87716,0.538449,2,NA
682,4,91309864,92219192,TRUE,237,2169,NA,0.000213491,NA,0.000191418,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
683,4,92219193,93451599,TRUE,236,2123,0.000462997,0.000121603,0.000468132,0.0157295,TRUE,0.0175241,0.0175241,FALSE,-0.83,0.71825,0.954564,2,NA
684,4,93451600,94757265,TRUE,266,2674,0.000577512,0.00032584,6.78385e-05,1.67527e-06,TRUE,0.095808,0.095808,FALSE,-0.34916,0.5093,0.637565,2,NA
685,4,94757266,96183801,TRUE,302,3076,3.92012e-05,9.56398e-05,0.383612,0.065714,FALSE,NA,NA,NA,NA,NA,NA,2,NA
686,4,96183802,97540787,TRUE,313,3485,0.00011811,0.000163389,0.210086,0.00664242,FALSE,NA,NA,NA,NA,NA,NA,2,NA
687,4,97540788,98445515,TRUE,171,1872,NA,0.000178516,NA,0.000238337,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
688,4,98445516,99532480,TRUE,124,2073,0.000313294,0.000144972,0.00118199,0.000484258,TRUE,0.203332,0.203332,FALSE,-0.43833,0.83319,0.4592,2,NA
689,4,99532481,100333334,TRUE,170,2115,0.000100227,5.37391e-05,0.17577,0.124999,FALSE,NA,NA,NA,NA,NA,NA,2,NA
690,4,100333335,101132995,TRUE,194,1918,0.000216467,3.10224e-05,0.0363831,0.258057,FALSE,NA,NA,NA,NA,NA,NA,2,NA
691,4,101132996,102544803,TRUE,297,3257,0.000315703,0.000180466,0.0173822,0.00252822,TRUE,0.303568,0.303568,FALSE,-0.47906,1,0.35734,2,NA
692,4,102544804,104384534,TRUE,334,3310,0.00026319,0.0002573,0.0452536,0.000111432,TRUE,-0.387674,-0.387674,FALSE,-1,0.25351,0.230087,2,NA
693,4,104384535,105319195,TRUE,162,1666,0.000232227,9.37234e-05,0.0193804,0.0234801,TRUE,0.520462,0.520462,FALSE,-0.37489,1,0.1954,2,NA
694,4,105319196,106479155,TRUE,249,2296,0.000424183,0.000230493,0.00147077,0.000105843,TRUE,-0.108552,-0.108552,FALSE,-0.78279,0.39157,0.665949,2,NA
695,4,106479156,108131206,TRUE,320,3033,0.00034367,0.000221015,0.0137264,0.000634274,TRUE,0.22918,0.22918,FALSE,-0.48963,1,0.448144,2,NA
696,4,108131207,109122458,TRUE,217,1818,NA,0.000140368,NA,0.00540741,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
697,4,109122459,109978982,TRUE,246,1958,0.000162181,3.31057e-05,0.108285,0.267518,FALSE,NA,NA,NA,NA,NA,NA,2,NA
698,4,109978983,111733579,TRUE,459,3425,0.000292143,4.46333e-05,0.0544344,0.272157,FALSE,NA,NA,NA,NA,NA,NA,2,NA
699,4,111733580,112830229,TRUE,242,1983,0.000252213,0.000231534,0.0306385,7.91497e-05,TRUE,-0.132255,-0.132255,FALSE,-1,0.54429,0.669038,2,NA
700,4,112830230,113916002,TRUE,218,1992,0.000152624,0.000148671,0.108961,0.00400744,FALSE,NA,NA,NA,NA,NA,NA,2,NA
701,4,113916003,115306149,TRUE,375,2939,0.000193591,0.000224651,0.116955,0.000986774,FALSE,NA,NA,NA,NA,NA,NA,2,NA
702,4,115306150,116204703,TRUE,151,1951,0.000348937,7.13663e-07,0.00108157,0.478136,FALSE,NA,NA,NA,NA,NA,NA,2,NA
703,4,116204704,117313636,TRUE,182,2457,3.86925e-05,0.00014618,0.354732,0.00237501,FALSE,NA,NA,NA,NA,NA,NA,2,NA
704,4,117313637,118395262,TRUE,221,2820,0.000346422,0.000213301,0.00432454,0.000134555,TRUE,0.484013,0.484013,FALSE,-0.05095,1,0.0739122,2,NA
705,4,118395263,119138097,TRUE,139,1807,0.000153625,0.00016926,0.0686725,0.000154659,FALSE,NA,NA,NA,NA,NA,NA,2,NA
706,4,119138098,119927262,TRUE,152,1641,3.63874e-05,0.000126876,0.348446,0.00344787,FALSE,NA,NA,NA,NA,NA,NA,2,NA
707,4,119927263,120563073,TRUE,96,1585,NA,6.91427e-05,NA,0.0296532,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
708,4,120563074,121393008,TRUE,171,1905,NA,0.000214497,NA,2.6799e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
709,4,121393009,121981243,TRUE,133,1866,0.000109782,8.24983e-05,0.128221,0.0298245,FALSE,NA,NA,NA,NA,NA,NA,2,NA
710,4,121981244,122655434,TRUE,231,2115,6.23894e-06,6.82001e-05,0.468035,0.108008,FALSE,NA,NA,NA,NA,NA,NA,2,NA
711,4,122655435,123768693,TRUE,213,2027,0.000127026,0.000193043,0.149741,0.000382533,FALSE,NA,NA,NA,NA,NA,NA,2,NA
712,4,123768694,124534997,TRUE,174,1912,NA,0.00014027,NA,0.00314834,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
713,4,124534998,125486535,TRUE,207,2368,NA,9.95766e-05,NA,0.0303536,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
714,4,125486536,126476842,TRUE,253,2538,0.000360758,6.85722e-05,0.0050759,0.110779,FALSE,NA,NA,NA,NA,NA,NA,2,NA
715,4,126476843,127279171,TRUE,231,2000,1.66569e-06,NA,0.482358,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
716,4,127279172,128321876,TRUE,210,2306,5.9158e-05,0.000138814,0.303638,0.00629465,FALSE,NA,NA,NA,NA,NA,NA,2,NA
717,4,128321877,129625376,TRUE,228,1912,0.000322094,0.000126696,0.00849862,0.0155388,TRUE,-0.572798,-0.572798,FALSE,-1,0.14156,0.107881,2,NA
718,4,129625377,131098950,TRUE,298,3118,0.000216639,0.000159237,0.0722096,0.00690753,FALSE,NA,NA,NA,NA,NA,NA,2,NA
719,4,131098951,131873453,TRUE,163,1918,2.09178e-05,4.30077e-05,0.408108,0.167809,FALSE,NA,NA,NA,NA,NA,NA,2,NA
720,4,131873454,132801980,TRUE,134,1684,0.000132658,0.00011484,0.0877596,0.00478321,FALSE,NA,NA,NA,NA,NA,NA,2,NA
721,4,132801981,133524886,TRUE,100,1681,3.38528e-05,2.46491e-05,0.326787,0.232613,FALSE,NA,NA,NA,NA,NA,NA,2,NA
722,4,133524887,134109978,TRUE,88,1558,0.000102161,3.43164e-05,0.110334,0.155569,FALSE,NA,NA,NA,NA,NA,NA,2,NA
723,4,134109979,135809542,TRUE,256,3491,0.000135443,5.99536e-05,0.154313,0.143667,FALSE,NA,NA,NA,NA,NA,NA,2,NA
724,4,135809543,137400031,TRUE,294,3444,NA,0.00012362,NA,0.0248429,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
725,4,137400032,138537344,TRUE,321,3534,0.000578958,0.000107747,0.000172996,0.0479849,TRUE,-0.177812,-0.177812,FALSE,-1,0.54614,0.590348,2,NA
726,4,138537345,139553760,TRUE,282,2418,0.000165879,0.000175874,0.118806,0.00304793,FALSE,NA,NA,NA,NA,NA,NA,2,NA
727,4,139553761,141087047,TRUE,530,2908,0.00061763,0.000135581,0.00114898,0.0541472,FALSE,NA,NA,NA,NA,NA,NA,2,NA
728,4,141087048,142807914,TRUE,396,3232,0.000145417,0.00019468,0.188504,0.00462069,FALSE,NA,NA,NA,NA,NA,NA,2,NA
729,4,142807915,144401042,TRUE,241,3294,0.000309464,0.000187396,0.01209,0.000826434,TRUE,0.0406358,0.0406358,FALSE,-0.78307,0.74465,0.894661,2,NA
730,4,144401043,146174871,TRUE,251,2567,6.09034e-05,8.08091e-05,0.31414,0.0788886,FALSE,NA,NA,NA,NA,NA,NA,2,NA
731,4,146174872,147161042,TRUE,297,1912,0.000208823,0.000204106,0.0783207,0.000968488,FALSE,NA,NA,NA,NA,NA,NA,2,NA
732,4,147161043,148462208,TRUE,232,2461,0.000178253,0.000140008,0.0867802,0.00758906,FALSE,NA,NA,NA,NA,NA,NA,2,NA
733,4,148462209,149998528,TRUE,384,2849,NA,0.000122038,NA,0.0438781,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
734,4,149998529,151014322,TRUE,209,1662,5.25467e-05,8.84862e-05,0.322231,0.0469909,FALSE,NA,NA,NA,NA,NA,NA,2,NA
735,4,151014323,152162098,TRUE,170,1800,0.000287159,0.000271149,0.00914631,2.91193e-07,TRUE,-0.2038,-0.2038,FALSE,-0.97593,0.31872,0.421971,2,NA
736,4,152162099,153520883,TRUE,288,2749,0.00045871,0.000153211,0.00124399,0.00752386,TRUE,0.527959,0.527959,FALSE,-0.06483,1,0.0769449,2,NA
737,4,153520884,155044409,TRUE,520,3493,0.000593136,0.000235398,0.00153504,0.00283742,TRUE,-0.157669,-0.157669,FALSE,-1,0.40022,0.567652,2,NA
738,4,155044410,156520288,TRUE,405,3023,0.000372186,0.000244938,0.0168721,0.000620479,TRUE,-0.213767,-0.213767,FALSE,-1,0.41196,0.481673,2,NA
739,4,156520289,157597309,TRUE,320,3310,0.000176069,9.65141e-05,0.121093,0.0661915,FALSE,NA,NA,NA,NA,NA,NA,2,NA
740,4,157597310,159176073,TRUE,303,3225,0.00032706,8.05533e-05,0.0166926,0.101528,FALSE,NA,NA,NA,NA,NA,NA,2,NA
741,4,159176074,160828480,TRUE,303,3138,0.000237809,0.000245297,0.0556154,0.00015427,FALSE,NA,NA,NA,NA,NA,NA,2,NA
742,4,160828481,161666201,TRUE,246,2077,NA,0.000128188,NA,0.0141019,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
743,4,161666202,162239289,TRUE,143,2214,0.000144637,0.000129406,0.0765498,0.00242816,FALSE,NA,NA,NA,NA,NA,NA,2,NA
744,4,162239290,163245541,TRUE,251,2815,0.000343928,0.000180661,0.00685775,0.00131666,TRUE,0.510264,0.510264,FALSE,-0.08216,1,0.0893549,2,NA
745,4,163245542,163937103,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
746,4,163937104,164781847,TRUE,224,1722,0.000205231,0.000128121,0.0545162,0.0107725,FALSE,NA,NA,NA,NA,NA,NA,2,NA
747,4,164781848,165824650,TRUE,303,3002,0.000135552,0.000190187,0.176129,0.00193919,FALSE,NA,NA,NA,NA,NA,NA,2,NA
748,4,165824651,166702855,TRUE,300,2397,5.6277e-05,0.000153879,0.339877,0.00871742,FALSE,NA,NA,NA,NA,NA,NA,2,NA
749,4,166702856,167643768,TRUE,184,2297,0.000125064,0.000145188,0.138882,0.00265924,FALSE,NA,NA,NA,NA,NA,NA,2,NA
750,4,167643769,168623790,TRUE,228,2511,0.000150276,9.48986e-05,0.11966,0.0471146,FALSE,NA,NA,NA,NA,NA,NA,2,NA
751,4,168623791,169555114,TRUE,252,2424,0.000246236,8.45374e-05,0.0359842,0.0700248,FALSE,NA,NA,NA,NA,NA,NA,2,NA
752,4,169555115,170682809,TRUE,279,2101,5.28566e-05,0.000102658,0.342961,0.0449715,FALSE,NA,NA,NA,NA,NA,NA,2,NA
753,4,170682810,171643019,TRUE,216,2629,NA,0.000112203,NA,0.0199833,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
754,4,171643020,172555990,TRUE,149,2525,0.000178724,0.000139365,0.0485122,0.00155538,TRUE,0.295007,0.295007,FALSE,-0.64076,1,0.43011,2,NA
755,4,172555991,174470206,TRUE,400,3206,0.000397691,8.33012e-05,0.01149,0.121878,FALSE,NA,NA,NA,NA,NA,NA,2,NA
756,4,174470207,175295842,TRUE,309,1714,NA,0.000185781,NA,0.00252295,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
757,4,175295843,175959697,TRUE,228,1884,0.000229761,0.000163552,0.0378775,0.00207242,TRUE,-0.225454,-0.225454,FALSE,-1,0.51108,0.529539,2,NA
758,4,175959698,177129678,TRUE,331,2502,0.000336703,0.000440853,0.0178891,5.09934e-09,TRUE,0.0639807,0.0639807,FALSE,-0.54496,0.61652,0.791984,2,NA
759,4,177129679,178314527,TRUE,378,3100,9.39044e-05,0.000278595,0.277993,8.80579e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
760,4,178314528,179233905,TRUE,257,2091,0.000255404,6.2583e-05,0.0325538,0.134237,FALSE,NA,NA,NA,NA,NA,NA,2,NA
761,4,179233906,179932391,TRUE,199,1919,NA,4.3864e-06,NA,0.451781,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
762,4,179932392,180540877,TRUE,189,2032,NA,0.000113419,NA,0.0132607,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
763,4,180540878,181122433,TRUE,236,1964,7.83064e-05,4.71864e-05,0.263964,0.190772,FALSE,NA,NA,NA,NA,NA,NA,2,NA
764,4,181122434,182065646,TRUE,457,2800,NA,0.000262877,NA,0.00055014,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
765,4,182065647,182946258,TRUE,470,2840,0.000290659,0.000194496,0.0565425,0.00782508,FALSE,NA,NA,NA,NA,NA,NA,2,NA
766,4,182946259,183603892,TRUE,380,1819,7.59685e-05,0.000343662,0.312518,2.91697e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
767,4,183603893,184338584,TRUE,320,1862,0.000125667,7.20249e-05,0.195962,0.129778,FALSE,NA,NA,NA,NA,NA,NA,2,NA
768,4,184338585,185483262,TRUE,606,3208,0.000348831,0.000188654,0.047529,0.0179146,TRUE,-0.0466737,-0.0466737,FALSE,-1,1,0.909089,2,NA
769,4,185483263,186232882,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
770,4,186232883,186881568,TRUE,354,1838,1.24562e-05,5.63847e-05,0.458439,0.196328,FALSE,NA,NA,NA,NA,NA,NA,2,NA
771,4,186881569,187985393,TRUE,538,3055,0.000807824,0.000471357,5.15405e-05,1.05903e-07,TRUE,0.024593,0.024593,FALSE,-0.38612,0.39103,0.89349,2,NA
772,4,187985394,189153279,TRUE,494,3282,0.000738267,0.000269333,0.000136831,0.000642948,TRUE,0.0592604,0.0592604,FALSE,-0.50465,0.54358,0.800952,2,NA
773,4,189153280,189899573,TRUE,350,3283,0.00035645,0.000239692,0.0149581,0.000385403,TRUE,-0.120808,-0.120808,FALSE,-1,0.50909,0.684502,2,NA
774,4,189899574,191043880,TRUE,275,2220,0.000374181,0.000184387,0.00529752,0.00177908,TRUE,0.14113,0.14113,FALSE,-0.61583,0.82841,0.6366,2,NA
775,5,10043,598320,TRUE,159,1634,3.85578e-05,NA,0.345137,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
776,5,598321,1206609,TRUE,208,1153,0.000712605,2.46432e-05,2.50693e-07,0.307161,FALSE,NA,NA,NA,NA,NA,NA,2,NA
777,5,1206610,2106885,TRUE,514,2937,0.000638407,4.52558e-05,0.000696795,0.283445,FALSE,NA,NA,NA,NA,NA,NA,2,NA
778,5,2106886,2960068,TRUE,471,2738,8.00114e-05,7.35682e-05,0.322126,0.170535,FALSE,NA,NA,NA,NA,NA,NA,2,NA
779,5,2960069,3677595,TRUE,379,2791,0.000123315,0.000145333,0.21965,0.0204819,FALSE,NA,NA,NA,NA,NA,NA,2,NA
780,5,3677596,4636542,TRUE,315,2113,0.000162965,2.18639e-05,0.135887,0.353671,FALSE,NA,NA,NA,NA,NA,NA,2,NA
781,5,4636543,5828694,TRUE,488,3245,0.000528345,9.66611e-05,0.00348443,0.112803,FALSE,NA,NA,NA,NA,NA,NA,2,NA
782,5,5828695,6936733,TRUE,479,3567,0.000440402,0.000293778,0.0100434,0.000223627,TRUE,-0.209572,-0.209572,FALSE,-1,0.36049,0.451191,2,NA
783,5,6936734,8079415,TRUE,338,3150,0.000400262,0.000361027,0.00641714,5.81759e-07,TRUE,-0.00311964,-0.00311964,FALSE,-0.60913,0.51673,0.989576,2,NA
784,5,8079416,9203855,TRUE,275,3272,0.000266774,8.87414e-05,0.0324517,0.0705065,FALSE,NA,NA,NA,NA,NA,NA,2,NA
785,5,9203856,10549029,TRUE,532,3267,0.000420117,0.00040816,0.0175668,2.59576e-06,TRUE,-0.388512,-0.388512,FALSE,-1,0.11881,0.134255,2,NA
786,5,10549030,11850850,TRUE,460,3089,0.000195213,0.000508959,0.139569,1.68963e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
787,5,11850851,12867189,TRUE,150,1983,0.000194938,NA,0.0347632,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
788,5,12867190,13608147,TRUE,147,1948,NA,5.88532e-05,NA,0.0885935,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
789,5,13608148,14910295,TRUE,436,2954,0.000571376,0.000123991,0.000918198,0.0498418,TRUE,0.346134,0.346134,FALSE,-0.46405,1,0.31983,2,NA
790,5,14910296,16592319,TRUE,417,2954,0.00014688,0.000417284,0.191624,1.44127e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
791,5,16592320,17803477,TRUE,495,2721,4.55187e-05,0.000226648,0.395637,0.00306594,FALSE,NA,NA,NA,NA,NA,NA,2,NA
792,5,17803478,18791410,TRUE,209,2533,7.58963e-05,0.000128459,0.257962,0.00901571,FALSE,NA,NA,NA,NA,NA,NA,2,NA
793,5,18791411,20397013,TRUE,276,3438,0.000227224,0.00015154,0.0555712,0.0077411,FALSE,NA,NA,NA,NA,NA,NA,2,NA
794,5,20397014,21211399,TRUE,125,1582,9.30796e-05,3.24837e-05,0.1587,0.198927,FALSE,NA,NA,NA,NA,NA,NA,2,NA
795,5,21211400,22149042,TRUE,162,1564,NA,3.20368e-05,NA,0.232605,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
796,5,22149043,23246745,TRUE,197,2329,NA,0.000154168,NA,0.0023095,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
797,5,23246746,24362661,TRUE,169,3120,NA,6.82255e-05,NA,0.0772073,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
798,5,24362662,25722097,TRUE,318,2943,0.000243145,0.000235068,0.0547519,0.000321907,FALSE,NA,NA,NA,NA,NA,NA,2,NA
799,5,25722098,26938178,TRUE,257,3478,0.000227215,0.000269107,0.0487658,1.15687e-05,TRUE,0.47834,0.47834,FALSE,-0.14047,1,0.125564,2,NA
800,5,26938179,28315653,TRUE,306,2716,0.000410252,0.000182436,0.00400605,0.00277032,TRUE,0.291201,0.291201,FALSE,-0.39387,1,0.327641,2,NA
801,5,28315654,29593755,TRUE,241,3329,0.000495024,9.52913e-05,0.00024012,0.0451447,TRUE,0.179755,0.179755,FALSE,-0.65634,1,0.592892,2,NA
802,5,29593756,30416066,TRUE,192,2883,0.000225225,0.000123563,0.0300663,0.00864015,TRUE,-0.146478,-0.146478,FALSE,-1,0.69993,0.70253,2,NA
803,5,30416067,31679464,TRUE,428,3011,2.11848e-05,0.00030539,0.442395,5.45355e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
804,5,31679465,32727914,TRUE,440,2596,0.000337489,5.65509e-05,0.0300251,0.2222,FALSE,NA,NA,NA,NA,NA,NA,2,NA
805,5,32727915,33971056,TRUE,319,2925,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,0,"MDD,BIP"
806,5,33971057,35157146,TRUE,293,2745,NA,5.40444e-05,NA,0.183758,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
807,5,35157147,36431967,TRUE,303,2959,0.000366099,5.75791e-05,0.00872445,0.181083,FALSE,NA,NA,NA,NA,NA,NA,2,NA
808,5,36431968,37925487,TRUE,305,2595,0.000184632,5.75901e-05,0.103797,0.176481,FALSE,NA,NA,NA,NA,NA,NA,2,NA
809,5,37925488,39438985,TRUE,430,3188,0.000347174,0.000178639,0.0264691,0.00987816,TRUE,0.10014,0.10014,FALSE,-0.94973,1,0.785113,2,NA
810,5,39438986,40290851,TRUE,181,2550,0.00031261,5.33323e-05,0.00569614,0.132285,FALSE,NA,NA,NA,NA,NA,NA,2,NA
811,5,40290852,41279590,TRUE,215,2397,2.29389e-05,4.49267e-05,0.412789,0.189654,FALSE,NA,NA,NA,NA,NA,NA,2,NA
812,5,41279591,42856332,TRUE,201,2966,0.000403642,1.72073e-05,0.00091732,0.355497,FALSE,NA,NA,NA,NA,NA,NA,2,NA
813,5,42856333,44049878,TRUE,169,2508,0.000141236,0.000112306,0.100211,0.011966,FALSE,NA,NA,NA,NA,NA,NA,2,NA
814,5,44049879,45305566,TRUE,166,1911,6.64908e-05,0.000101154,0.260319,0.0183802,FALSE,NA,NA,NA,NA,NA,NA,2,NA
815,5,45305567,46388848,TRUE,90,1881,0.000369028,0.000170839,4.6499e-05,1.53257e-05,TRUE,-0.159266,-0.159266,FALSE,-0.71943,0.29625,0.486222,2,NA
816,5,46388849,50164835,TRUE,65,1412,9.70096e-05,4.77378e-05,0.0830809,0.0550254,FALSE,NA,NA,NA,NA,NA,NA,2,NA
817,5,50164836,51203265,TRUE,210,1922,0.000157455,0.00023006,0.0979884,3.18534e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
818,5,51203266,52139773,TRUE,210,2288,0.000405271,0.00013987,0.00106689,0.00546775,TRUE,0.193902,0.193902,FALSE,-0.53572,0.87029,0.512055,2,NA
819,5,52139774,52837225,TRUE,203,1960,0.00038031,3.9534e-05,0.00156489,0.215516,FALSE,NA,NA,NA,NA,NA,NA,2,NA
820,5,52837226,53747856,TRUE,288,2300,4.69869e-06,0.00013138,0.475611,0.0180136,FALSE,NA,NA,NA,NA,NA,NA,2,NA
821,5,53747857,55221398,TRUE,327,3844,0.000395186,1.8076e-05,0.00651079,0.380904,FALSE,NA,NA,NA,NA,NA,NA,2,NA
822,5,55221399,55968966,TRUE,347,1967,NA,0.00017099,NA,0.0070757,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
823,5,55968967,56896890,TRUE,281,2065,0.000182575,3.25407e-05,0.0987827,0.287969,FALSE,NA,NA,NA,NA,NA,NA,2,NA
824,5,56896891,57895012,TRUE,247,2518,0.000170164,8.30638e-05,0.101094,0.0711454,FALSE,NA,NA,NA,NA,NA,NA,2,NA
825,5,57895013,58721458,TRUE,290,2245,NA,0.00020749,NA,0.000676114,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
826,5,58721459,59868567,TRUE,214,1720,0.000176578,0.000186916,0.078004,0.000479648,FALSE,NA,NA,NA,NA,NA,NA,2,NA
827,5,59868568,60930753,TRUE,158,1843,0.000204875,0.000214605,0.0375319,1.56981e-05,TRUE,0.0641035,0.0641035,FALSE,-0.8109,0.79411,0.837223,2,NA
828,5,60930754,62180368,TRUE,263,2185,0.000323407,7.58732e-05,0.011172,0.0950338,FALSE,NA,NA,NA,NA,NA,NA,2,NA
829,5,62180369,63214089,TRUE,210,2573,0.00019361,0.00032335,0.0580321,4.31777e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
830,5,63214090,64438518,TRUE,212,1875,NA,0.000110635,NA,0.0196524,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
831,5,64438519,65606870,TRUE,221,2121,0.000226334,4.20813e-05,0.0385323,0.210517,FALSE,NA,NA,NA,NA,NA,NA,2,NA
