"locus","chr","start","stop","processed","K","n_snps","h2_SCZ","h2_BIP","p_SCZ","p_BIP","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
661,4,65563101,66597446,TRUE,228,2764,0.000484922,0.000133857,0.0031092,0.0094384,TRUE,0.20781,0.20781,FALSE,-0.65873,0.91445,0.522059,2,NA
662,4,66597447,67616362,TRUE,199,2399,0.000166093,0.000179229,0.141696,0.000530541,FALSE,NA,NA,NA,NA,NA,NA,2,NA
663,4,67616363,68742859,TRUE,220,2658,0.000224759,8.46856e-05,0.0867112,0.0566878,FALSE,NA,NA,NA,NA,NA,NA,2,NA
664,4,68742860,69603368,TRUE,122,1534,8.56569e-05,1.20206e-05,0.231594,0.363539,FALSE,NA,NA,NA,NA,NA,NA,2,NA
665,4,69603369,70516836,TRUE,104,2984,0.000300289,NA,0.00669165,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
666,4,70516837,71468300,TRUE,167,2868,3.90111e-05,0.000122275,0.378045,0.0062615,FALSE,NA,NA,NA,NA,NA,NA,2,NA
667,4,71468301,73258294,TRUE,297,3194,0.000244613,0.000290424,0.101622,1.74063e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
668,4,73258295,74885900,TRUE,269,3029,4.56338e-05,0.000292712,0.39017,5.01701e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
669,4,74885901,76497358,TRUE,352,3509,0.000675397,0.000297224,0.00107974,2.19613e-05,TRUE,0.0690853,0.0690853,FALSE,-0.53094,0.51931,0.768746,2,NA
670,4,76497359,78045637,TRUE,366,3740,0.000863581,0.000249842,7.16873e-05,0.000286935,TRUE,0.701589,0.701589,FALSE,0.31191,1,0.00235983,2,NA
671,4,78045638,78967715,TRUE,204,2264,0.000473823,0.00021997,0.00251164,5.71519e-05,TRUE,0.620816,0.620816,FALSE,0.16625,1,0.0172767,2,NA
672,4,78967716,79880101,TRUE,196,1933,0.000511488,0.000141142,0.00115291,0.00412334,TRUE,0.500941,0.500941,FALSE,-0.10581,1,0.0916247,2,NA
673,4,79880102,81206182,TRUE,272,2681,0.000494279,0.00024268,0.00491131,7.80509e-05,TRUE,0.323808,0.323808,FALSE,-0.29025,0.90109,0.226639,2,NA
674,4,81206183,82655623,TRUE,292,2643,0.000563263,0.000169762,0.00256787,0.00412576,TRUE,-0.0110664,-0.0110664,FALSE,-0.96346,0.58782,0.970735,2,NA
675,4,82655624,84003062,TRUE,316,3108,0.000770441,0.000332311,0.000134654,1.21814e-06,TRUE,0.252339,0.252339,FALSE,-0.17934,0.63979,0.219478,2,NA
676,4,84003063,85437805,TRUE,328,2728,0.000372604,1.28953e-05,0.0340543,0.409992,FALSE,NA,NA,NA,NA,NA,NA,2,NA
677,4,85437806,86931670,TRUE,239,3158,0.000243113,2.38611e-05,0.0791206,0.321203,FALSE,NA,NA,NA,NA,NA,NA,2,NA
678,4,86931671,88502717,TRUE,267,3337,0.00084902,0.000192417,1.23437e-05,0.0010202,TRUE,-0.0520966,-0.0520966,FALSE,-0.67081,0.39242,0.824443,2,NA
679,4,88502718,89244554,TRUE,213,2011,0.000329192,9.75448e-05,0.0249774,0.0362363,TRUE,-0.590631,-0.590631,FALSE,-1,0.23722,0.171286,2,NA
680,4,89244555,90236971,TRUE,256,2091,NA,0.000223552,NA,0.00018101,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
681,4,90236972,91309863,TRUE,221,2429,0.000423975,0.000215747,0.00728742,0.000114677,TRUE,0.230334,0.230334,FALSE,-0.48773,0.81919,0.41177,2,NA
682,4,91309864,92219192,TRUE,240,2205,0.000489191,0.000203315,0.00353368,0.000369362,TRUE,0.449858,0.449858,FALSE,-0.13086,1,0.105895,2,NA
683,4,92219193,93451599,TRUE,240,2155,0.000484687,0.000151004,0.00385628,0.00459451,TRUE,0.0213295,0.0213295,FALSE,-1,0.62935,0.945611,2,NA
684,4,93451600,94757265,TRUE,267,2709,0.00047426,0.000343642,0.00699035,6.33556e-07,TRUE,0.257117,0.257117,FALSE,-0.30926,0.78684,0.29749,2,NA
685,4,94757266,96183801,TRUE,306,3131,0.000376368,0.000147032,0.0295328,0.0126387,TRUE,-0.0694261,-0.0694261,FALSE,-1,0.75498,0.858339,2,NA
686,4,96183802,97540787,TRUE,319,3523,0.000414697,0.000220338,0.0208813,0.000609701,TRUE,0.733217,0.733217,FALSE,0.14577,1,0.0212053,2,NA
687,4,97540788,98445515,TRUE,172,1902,0.000458964,0.000198736,0.00169891,6.56682e-05,TRUE,-0.0318352,-0.0318352,FALSE,-0.77582,0.47504,0.901872,2,NA
688,4,98445516,99532480,TRUE,129,2105,0.000191163,0.000142874,0.0675581,0.000678555,FALSE,NA,NA,NA,NA,NA,NA,2,NA
689,4,99532481,100333334,TRUE,174,2140,6.83823e-05,6.6809e-05,0.307762,0.0819031,FALSE,NA,NA,NA,NA,NA,NA,2,NA
690,4,100333335,101132995,TRUE,196,1939,0.000558304,4.25923e-05,0.000482591,0.192789,FALSE,NA,NA,NA,NA,NA,NA,2,NA
691,4,101132996,102544803,TRUE,302,3297,0.000771943,0.000206625,9.86179e-05,0.000825647,TRUE,0.611163,0.611163,FALSE,0.1698,1,0.0127997,2,NA
692,4,102544804,104384534,TRUE,340,3379,0.00106912,0.000245968,1.09668e-06,0.000234764,TRUE,0.298296,0.298296,FALSE,-0.12678,0.69484,0.153546,2,NA
693,4,104384535,105319195,TRUE,165,1692,0.000175984,8.79381e-05,0.108398,0.0318831,FALSE,NA,NA,NA,NA,NA,NA,2,NA
694,4,105319196,106479155,TRUE,254,2341,0.000467203,0.00026409,0.00608439,1.73888e-05,TRUE,0.595331,0.595331,FALSE,0.10612,1,0.0234231,2,NA
695,4,106479156,108131206,TRUE,325,3083,0.000567273,0.000231687,0.00341763,0.000425491,TRUE,0.109902,0.109902,FALSE,-0.64356,0.6377,0.688476,2,NA
696,4,108131207,109122458,TRUE,221,1842,0.000193387,0.000147679,0.119017,0.0040838,FALSE,NA,NA,NA,NA,NA,NA,2,NA
697,4,109122459,109978982,TRUE,251,1996,0.000200925,1.73364e-05,0.12535,0.367887,FALSE,NA,NA,NA,NA,NA,NA,2,NA
698,4,109978983,111733579,TRUE,463,3475,0.000672064,5.29967e-05,0.00331824,0.238738,FALSE,NA,NA,NA,NA,NA,NA,2,NA
699,4,111733580,112830229,TRUE,244,2010,7.93232e-05,0.000229969,0.313082,9.21754e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
700,4,112830230,113916002,TRUE,223,2019,0.000291833,0.000260233,0.0425671,7.34595e-06,TRUE,0.0156443,0.0156443,FALSE,-0.96864,0.66198,0.959667,2,NA
701,4,113916003,115306149,TRUE,378,2956,0.000432357,0.000214921,0.02457,0.0015559,TRUE,-0.284169,-0.284169,FALSE,-1,0.35745,0.394099,2,NA
702,4,115306150,116204703,TRUE,154,1972,0.000373181,NA,0.00554468,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
703,4,116204704,117313636,TRUE,187,2484,0.000304947,0.00015548,0.0258584,0.00161131,TRUE,-0.0540061,-0.0540061,FALSE,-1,0.63917,0.876453,2,NA
704,4,117313637,118395262,TRUE,225,2847,0.000271664,0.0001629,0.0544549,0.00231668,FALSE,NA,NA,NA,NA,NA,NA,2,NA
705,4,118395263,119138097,TRUE,143,1830,0.000448356,0.00018241,0.00100574,7.17052e-05,TRUE,0.786353,0.786353,FALSE,0.35992,1,0.00251925,2,NA
706,4,119138098,119927262,TRUE,154,1665,9.35628e-05,0.000138393,0.238308,0.00185707,FALSE,NA,NA,NA,NA,NA,NA,2,NA
707,4,119927263,120563073,TRUE,100,1621,0.000114062,0.000102272,0.148961,0.00434802,FALSE,NA,NA,NA,NA,NA,NA,2,NA
708,4,120563074,121393008,TRUE,176,1931,0.000383074,0.000221677,0.00706115,2.01709e-05,TRUE,0.237175,0.237175,FALSE,-0.41446,0.8024,0.382508,2,NA
709,4,121393009,121981243,TRUE,134,1890,0.000400624,7.77828e-05,0.00208706,0.0376854,TRUE,0.282253,0.282253,FALSE,-0.7265,1,0.450293,2,NA
710,4,121981244,122655434,TRUE,232,2148,0.000318509,7.66493e-05,0.0331866,0.084212,FALSE,NA,NA,NA,NA,NA,NA,2,NA
711,4,122655435,123768693,TRUE,214,2052,0.000745866,0.000182142,1.86381e-05,0.000718244,TRUE,0.250069,0.250069,FALSE,-0.27617,0.71991,0.29228,2,NA
712,4,123768694,124534997,TRUE,177,1941,0.000390945,0.000143271,0.00660446,0.00290444,TRUE,0.0879908,0.0879908,FALSE,-0.84378,0.75744,0.78315,2,NA
713,4,124534998,125486535,TRUE,211,2427,0.000690189,0.000126677,5.22153e-05,0.0102228,TRUE,0.27877,0.27877,FALSE,-0.40103,0.89067,0.32409,2,NA
714,4,125486536,126476842,TRUE,254,2556,0.000147255,7.67129e-05,0.195594,0.0875967,FALSE,NA,NA,NA,NA,NA,NA,2,NA
715,4,126476843,127279171,TRUE,235,2025,0.000114051,NA,0.242234,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
716,4,127279172,128321876,TRUE,214,2356,0.000176604,0.000164901,0.138526,0.00201637,FALSE,NA,NA,NA,NA,NA,NA,2,NA
717,4,128321877,129625376,TRUE,234,1946,0.000273508,0.00011102,0.0606536,0.0300603,FALSE,NA,NA,NA,NA,NA,NA,2,NA
718,4,129625377,131098950,TRUE,300,3160,0.000482498,0.00017762,0.00819929,0.00334273,TRUE,0.248229,0.248229,FALSE,-0.5962,0.95862,0.436927,2,NA
719,4,131098951,131873453,TRUE,166,1938,9.38687e-05,7.14993e-05,0.245214,0.0632009,FALSE,NA,NA,NA,NA,NA,NA,2,NA
720,4,131873454,132801980,TRUE,135,1698,0.000107342,0.000107228,0.194955,0.0076226,FALSE,NA,NA,NA,NA,NA,NA,2,NA
721,4,132801981,133524886,TRUE,102,1688,0.000248574,2.5418e-05,0.0179025,0.228535,FALSE,NA,NA,NA,NA,NA,NA,2,NA
722,4,133524887,134109978,TRUE,92,1569,0.000315078,4.4176e-05,0.0038732,0.106301,FALSE,NA,NA,NA,NA,NA,NA,2,NA
723,4,134109979,135809542,TRUE,259,3532,0.000568644,5.79093e-05,0.00142009,0.153135,FALSE,NA,NA,NA,NA,NA,NA,2,NA
724,4,135809543,137400031,TRUE,300,3489,0.000358454,0.000127089,0.0332494,0.0230412,TRUE,-0.598064,-0.598064,FALSE,-1,0.20151,0.151396,2,NA
725,4,137400032,138537344,TRUE,326,3559,0.00023025,0.00012745,0.122679,0.0264972,FALSE,NA,NA,NA,NA,NA,NA,2,NA
726,4,138537345,139553760,TRUE,288,2451,0.000246626,0.000169856,0.095914,0.00431583,FALSE,NA,NA,NA,NA,NA,NA,2,NA
727,4,139553761,141087047,TRUE,536,2966,0.00103298,0.000141357,8.09244e-05,0.0494815,TRUE,0.0835419,0.0835419,FALSE,-0.91224,0.7733,0.793906,2,NA
728,4,141087048,142807914,TRUE,399,3279,0.00123439,0.000181896,2.17146e-07,0.00755841,TRUE,0.28669,0.28669,FALSE,-0.22868,0.823,0.227766,2,NA
729,4,142807915,144401042,TRUE,246,3333,0.000217227,0.000208282,0.105661,0.000309501,FALSE,NA,NA,NA,NA,NA,NA,2,NA
730,4,144401043,146174871,TRUE,262,2631,0.000284397,0.000100093,0.0589672,0.0458294,FALSE,NA,NA,NA,NA,NA,NA,2,NA
731,4,146174872,147161042,TRUE,299,1938,0.000422576,0.000212596,0.0162627,0.000673075,TRUE,0.215443,0.215443,FALSE,-0.60978,0.89678,0.490858,2,NA
732,4,147161043,148462208,TRUE,237,2494,0.000347118,0.000128379,0.0254664,0.013273,TRUE,-0.169911,-0.169911,FALSE,-1,0.62575,0.662656,2,NA
733,4,148462209,149998528,TRUE,389,2884,0.00067276,0.00012051,0.00169305,0.0469088,TRUE,0.325217,0.325217,FALSE,-0.598,1,0.368843,2,NA
734,4,149998529,151014322,TRUE,213,1680,0.000226186,6.59433e-05,0.083073,0.103892,FALSE,NA,NA,NA,NA,NA,NA,2,NA
735,4,151014323,152162098,TRUE,173,1822,0.00052047,0.000272888,0.00056837,3.0728e-07,TRUE,0.286213,0.286213,FALSE,-0.17655,0.70806,0.194681,2,NA
736,4,152162099,153520883,TRUE,295,2783,0.000778511,0.000159864,8.91296e-05,0.0062844,TRUE,0.800231,0.800231,FALSE,0.35007,1,0.00332754,2,NA
737,4,153520884,155044409,TRUE,522,3530,0.00104493,0.000257624,5.23726e-05,0.00134647,TRUE,-0.210986,-0.210986,FALSE,-0.95827,0.23341,0.374223,2,NA
738,4,155044410,156520288,TRUE,408,3050,0.000636384,0.000250774,0.00316027,0.000504411,TRUE,0.00446445,0.00446445,FALSE,-0.80034,0.52564,0.986857,2,NA
739,4,156520289,157597309,TRUE,322,3337,0.00067663,0.000105618,0.000673591,0.0513463,FALSE,NA,NA,NA,NA,NA,NA,2,NA
740,4,157597310,159176073,TRUE,309,3266,2.73293e-05,0.000101823,0.433506,0.057887,FALSE,NA,NA,NA,NA,NA,NA,2,NA
741,4,159176074,160828480,TRUE,310,3185,0.000400905,0.000228102,0.0225748,0.000418354,TRUE,-0.0440145,-0.0440145,FALSE,-1,0.57718,0.889176,2,NA
742,4,160828481,161666201,TRUE,250,2111,0.000360174,0.000200677,0.0232406,0.000518765,TRUE,0.1308,0.1308,FALSE,-0.82333,0.82847,0.685354,2,NA
743,4,161666202,162239289,TRUE,145,2238,0.000150954,0.000133804,0.126679,0.0019653,FALSE,NA,NA,NA,NA,NA,NA,2,NA
744,4,162239290,163245541,TRUE,253,2844,0.000401488,0.000174977,0.0140277,0.00181859,TRUE,-0.0895986,-0.0895986,FALSE,-1,0.54811,0.782718,2,NA
745,4,163245542,163937103,TRUE,165,1818,0.000132514,3.93059e-05,0.171373,0.189979,FALSE,NA,NA,NA,NA,NA,NA,2,NA
746,4,163937104,164781847,TRUE,227,1737,0.00022866,0.00018162,0.0862823,0.000836124,FALSE,NA,NA,NA,NA,NA,NA,2,NA
747,4,164781848,165824650,TRUE,309,3015,0.000368904,0.000220923,0.0329857,0.000506799,TRUE,0.142241,0.142241,FALSE,-0.85727,0.87585,0.666937,2,NA
748,4,165824651,166702855,TRUE,303,2413,0.000558938,0.000166007,0.00298827,0.00554411,TRUE,0.293711,0.293711,FALSE,-0.49348,0.9837,0.342291,2,NA
749,4,166702856,167643768,TRUE,186,2318,0.000396802,0.000177515,0.00658476,0.000444972,TRUE,0.574749,0.574749,FALSE,0.01005,1,0.0522175,2,NA
750,4,167643769,168623790,TRUE,235,2548,0.000655381,8.40756e-05,0.000208488,0.0707925,FALSE,NA,NA,NA,NA,NA,NA,2,NA
751,4,168623791,169555114,TRUE,258,2453,0.000259766,0.0001158,0.0735874,0.0251164,FALSE,NA,NA,NA,NA,NA,NA,2,NA
752,4,169555115,170682809,TRUE,280,2133,0.000487787,9.59676e-05,0.00591703,0.056174,FALSE,NA,NA,NA,NA,NA,NA,2,NA
753,4,170682810,171643019,TRUE,218,2661,0.00030347,0.000130021,0.0349508,0.00959369,TRUE,0.74574,0.74574,FALSE,-0.01273,1,0.0593936,2,NA
754,4,171643020,172555990,TRUE,150,2550,0.000246974,0.000133828,0.0386224,0.00224098,TRUE,0.801343,0.801343,FALSE,0.12537,1,0.0322555,2,NA
755,4,172555991,174470206,TRUE,404,3229,0.00060372,8.63782e-05,0.00470814,0.115032,FALSE,NA,NA,NA,NA,NA,NA,2,NA
756,4,174470207,175295842,TRUE,310,1735,0.000275647,0.000186312,0.0800223,0.00253055,FALSE,NA,NA,NA,NA,NA,NA,2,NA
757,4,175295843,175959697,TRUE,233,1901,0.000172144,0.000158233,0.150662,0.00295589,FALSE,NA,NA,NA,NA,NA,NA,2,NA
758,4,175959698,177129678,TRUE,337,2526,0.00158528,0.000454255,1.02588e-11,2.68674e-09,TRUE,0.366881,0.366881,FALSE,0.09401,0.62023,0.0105754,2,NA
759,4,177129679,178314527,TRUE,379,3122,NA,0.000281473,NA,7.7908e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
760,4,178314528,179233905,TRUE,260,2105,0.000602499,4.71795e-05,0.000816891,0.199936,FALSE,NA,NA,NA,NA,NA,NA,2,NA
761,4,179233906,179932391,TRUE,202,1939,0.000228752,NA,0.0756314,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
762,4,179932392,180540877,TRUE,192,2058,0.000244167,0.00010526,0.0590847,0.0199693,FALSE,NA,NA,NA,NA,NA,NA,2,NA
763,4,180540878,181122433,TRUE,236,1985,0.000272125,4.77378e-05,0.0580754,0.188284,FALSE,NA,NA,NA,NA,NA,NA,2,NA
764,4,181122434,182065646,TRUE,466,2832,0.000278434,0.000271618,0.120139,0.000431842,FALSE,NA,NA,NA,NA,NA,NA,2,NA
765,4,182065647,182946258,TRUE,475,2856,0.000775635,0.000212573,0.00105241,0.00448642,TRUE,0.648491,0.648491,FALSE,0.11311,1,0.0224308,2,NA
766,4,182946259,183603892,TRUE,388,1833,0.00102124,0.000412749,7.91452e-06,6.33109e-08,TRUE,0.261615,0.261615,FALSE,-0.11212,0.59386,0.144997,2,NA
767,4,183603893,184338584,TRUE,322,1873,0.000483528,6.71018e-05,0.00972477,0.146651,FALSE,NA,NA,NA,NA,NA,NA,2,NA
768,4,184338585,185483262,TRUE,615,3249,0.000493779,0.000222058,0.0372285,0.00753392,TRUE,0.108922,0.108922,FALSE,-1,0.91296,0.771588,2,NA
769,4,185483263,186232882,TRUE,296,2130,0.000687206,NA,0.000361561,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
770,4,186232883,186881568,TRUE,357,1857,0.000575759,0.000113173,0.0042242,0.0501544,FALSE,NA,NA,NA,NA,NA,NA,2,NA
771,4,186881569,187985393,TRUE,545,3088,0.000237285,0.000486586,0.176023,5.86354e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
772,4,187985394,189153279,TRUE,503,3324,0.000721928,0.000306852,0.00256057,0.000159057,TRUE,0.486599,0.486599,FALSE,-0.00391,1,0.0560128,2,NA
773,4,189153280,189899573,TRUE,356,3318,0.000884149,0.000267678,4.20215e-05,0.00011368,TRUE,0.672497,0.672497,FALSE,0.29166,1,0.0023081,2,NA
774,4,189899574,191043880,TRUE,287,2264,0.000100066,0.000195429,0.287138,0.00131134,FALSE,NA,NA,NA,NA,NA,NA,2,NA
775,5,10043,598320,TRUE,160,1642,0.00010681,NA,0.214867,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
776,5,598321,1206609,TRUE,210,1164,0.000119789,2.65439e-05,0.221306,0.29586,FALSE,NA,NA,NA,NA,NA,NA,2,NA
777,5,1206610,2106885,TRUE,528,2978,6.13801e-05,6.42025e-05,0.396121,0.215465,FALSE,NA,NA,NA,NA,NA,NA,2,NA
778,5,2106886,2960068,TRUE,474,2775,NA,0.000106556,NA,0.0894152,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
779,5,2960069,3677595,TRUE,382,2813,0.000254317,0.00013434,0.117982,0.0293151,FALSE,NA,NA,NA,NA,NA,NA,2,NA
780,5,3677596,4636542,TRUE,317,2126,0.000458589,1.88276e-05,0.0118584,0.372249,FALSE,NA,NA,NA,NA,NA,NA,2,NA
781,5,4636543,5828694,TRUE,495,3285,0.000221898,9.1133e-05,0.181511,0.128369,FALSE,NA,NA,NA,NA,NA,NA,2,NA
782,5,5828695,6936733,TRUE,479,3594,0.000738759,0.000324898,0.00171041,5.92506e-05,TRUE,0.170498,0.170498,FALSE,-0.42784,0.65325,0.482888,2,NA
783,5,6936734,8079415,TRUE,344,3189,0.00138183,0.000345521,1.78555e-09,1.79463e-06,TRUE,0.154429,0.154429,FALSE,-0.19439,0.45427,0.355446,2,NA
784,5,8079416,9203855,TRUE,278,3307,0.000196754,9.49684e-05,0.141283,0.0594036,FALSE,NA,NA,NA,NA,NA,NA,2,NA
785,5,9203856,10549029,TRUE,539,3314,NA,0.000432528,NA,9.14468e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
786,5,10549030,11850850,TRUE,463,3116,0.000424939,0.000523579,0.0399808,7.79347e-10,TRUE,0.281554,0.281554,FALSE,-0.28226,0.93248,0.270728,2,NA
787,5,11850851,12867189,TRUE,155,2017,0.000588598,NA,7.32222e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
788,5,12867190,13608147,TRUE,148,1964,0.00014294,6.19151e-05,0.145155,0.0793673,FALSE,NA,NA,NA,NA,NA,NA,2,NA
789,5,13608148,14910295,TRUE,441,2980,0.000250533,0.000143447,0.138086,0.0300175,FALSE,NA,NA,NA,NA,NA,NA,2,NA
790,5,14910296,16592319,TRUE,420,2988,0.000531239,0.000404483,0.0117326,3.41268e-07,TRUE,0.0044455,0.0044455,FALSE,-0.69899,0.48262,0.985606,2,NA
791,5,16592320,17803477,TRUE,505,2750,0.000724234,0.000279738,0.00259773,0.000479111,TRUE,-0.0843495,-0.0843495,FALSE,-0.90628,0.40524,0.75005,2,NA
792,5,17803478,18791410,TRUE,214,2563,0.000589272,0.000132428,0.000400929,0.00811434,TRUE,0.052948,0.052948,FALSE,-0.80091,0.63754,0.858173,2,NA
793,5,18791411,20397013,TRUE,280,3474,0.000126129,0.000193686,0.241058,0.00129001,FALSE,NA,NA,NA,NA,NA,NA,2,NA
794,5,20397014,21211399,TRUE,128,1609,6.66384e-05,6.34622e-05,0.285763,0.0609169,FALSE,NA,NA,NA,NA,NA,NA,2,NA
795,5,21211400,22149042,TRUE,169,1605,0.000133301,3.18045e-05,0.172747,0.239152,FALSE,NA,NA,NA,NA,NA,NA,2,NA
796,5,22149043,23246745,TRUE,202,2364,0.000909268,0.000154968,2.65805e-07,0.00246621,TRUE,0.564521,0.564521,FALSE,0.14634,1,0.0155145,2,NA
797,5,23246746,24362661,TRUE,170,3137,0.000370524,5.72209e-05,0.00784167,0.113531,FALSE,NA,NA,NA,NA,NA,NA,2,NA
798,5,24362662,25722097,TRUE,323,2985,0.000229687,0.000239806,0.123759,0.000286855,FALSE,NA,NA,NA,NA,NA,NA,2,NA
799,5,25722098,26938178,TRUE,260,3498,0.000203464,0.000284831,0.126511,4.70013e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
800,5,26938179,28315653,TRUE,312,2755,0.000582259,0.000216658,0.00234832,0.000651333,TRUE,0.231881,0.231881,FALSE,-0.41329,0.80042,0.397693,2,NA
801,5,28315654,29593755,TRUE,248,3369,0.000402505,0.000177782,0.01325,0.00146792,TRUE,0.362199,0.362199,FALSE,-0.38123,1,0.25928,2,NA
802,5,29593756,30416066,TRUE,195,2903,0.00027573,0.000133542,0.0408633,0.0055927,TRUE,-0.0797948,-0.0797948,FALSE,-1,0.76112,0.8384,2,NA
803,5,30416067,31679464,TRUE,432,3052,0.00063834,0.000306411,0.00396331,5.65328e-05,TRUE,-0.0784693,-0.0784693,FALSE,-0.89168,0.40099,0.757946,2,NA
804,5,31679465,32727914,TRUE,447,2616,0.000346765,6.38124e-05,0.0708721,0.197493,FALSE,NA,NA,NA,NA,NA,NA,2,NA
805,5,32727915,33971056,TRUE,321,2990,0.000115313,NA,0.273548,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
806,5,33971057,35157146,TRUE,298,2793,0.000275936,4.30247e-05,0.0773317,0.235883,FALSE,NA,NA,NA,NA,NA,NA,2,NA
807,5,35157147,36431967,TRUE,303,3003,0.000519096,0.000127312,0.00513177,0.0268426,TRUE,0.243986,0.243986,FALSE,-0.79335,1,0.499832,2,NA
808,5,36431968,37925487,TRUE,308,2624,0.000447846,8.37247e-05,0.0128966,0.0939143,FALSE,NA,NA,NA,NA,NA,NA,2,NA
809,5,37925488,39438985,TRUE,435,3215,0.000471479,0.000186305,0.0235534,0.00799153,TRUE,0.657872,0.657872,FALSE,-0.07845,1,0.0685494,2,NA
810,5,39438986,40290851,TRUE,185,2578,0.000390776,5.57753e-05,0.00733221,0.12523,FALSE,NA,NA,NA,NA,NA,NA,2,NA
811,5,40290852,41279590,TRUE,218,2436,0.00023392,3.80124e-05,0.0782518,0.228004,FALSE,NA,NA,NA,NA,NA,NA,2,NA
812,5,41279591,42856332,TRUE,204,3003,0.000588361,3.42517e-05,0.000318258,0.244876,FALSE,NA,NA,NA,NA,NA,NA,2,NA
813,5,42856333,44049878,TRUE,171,2566,0.000111086,0.00013035,0.215175,0.00512527,FALSE,NA,NA,NA,NA,NA,NA,2,NA
814,5,44049879,45305566,TRUE,169,1938,0.000549192,0.000108219,0.000272698,0.0138468,TRUE,0.31949,0.31949,FALSE,-0.41267,1,0.299549,2,NA
815,5,45305567,46388848,TRUE,91,2020,0.00117375,0.000182091,2.52592e-15,6.53512e-06,TRUE,0.611891,0.611891,FALSE,0.32153,0.90795,0.000549165,2,NA
816,5,46388849,50164835,TRUE,68,1545,0.000409559,2.70613e-05,8.6273e-05,0.173782,FALSE,NA,NA,NA,NA,NA,NA,2,NA
817,5,50164836,51203265,TRUE,208,1929,0.00029757,0.000219076,0.0353696,6.05836e-05,TRUE,0.0262254,0.0262254,FALSE,-0.96633,0.69638,0.934557,2,NA
818,5,51203266,52139773,TRUE,216,2317,0.000633681,0.000108411,0.000187848,0.0235794,TRUE,0.475921,0.475921,FALSE,-0.19038,1,0.1294,2,NA
819,5,52139774,52837225,TRUE,205,1985,0.00040862,3.43701e-05,0.00741812,0.246005,FALSE,NA,NA,NA,NA,NA,NA,2,NA
820,5,52837226,53747856,TRUE,292,2335,0.000780686,0.000142888,7.28304e-05,0.0122035,TRUE,0.533735,0.533735,FALSE,-0.01509,1,0.0595234,2,NA
821,5,53747857,55221398,TRUE,332,3907,0.000691192,1.80045e-05,0.00063594,0.382317,FALSE,NA,NA,NA,NA,NA,NA,2,NA
822,5,55221399,55968966,TRUE,350,1983,1.37795e-05,0.000178976,0.463212,0.00541305,FALSE,NA,NA,NA,NA,NA,NA,2,NA
823,5,55968967,56896890,TRUE,285,2091,0.000656285,7.2922e-05,0.000537015,0.117464,FALSE,NA,NA,NA,NA,NA,NA,2,NA
824,5,56896891,57895012,TRUE,254,2558,0.000864755,9.48612e-05,5.0325e-06,0.0507762,FALSE,NA,NA,NA,NA,NA,NA,2,NA
825,5,57895013,58721458,TRUE,295,2263,0.000903328,0.000225955,7.63213e-06,0.000293798,TRUE,0.592191,0.592191,FALSE,0.20218,1,0.00750519,2,NA
826,5,58721459,59868567,TRUE,221,1758,0.000684112,0.000193232,7.97831e-05,0.000402509,TRUE,0.0774648,0.0774648,FALSE,-0.53245,0.5379,0.747934,2,NA
827,5,59868568,60930753,TRUE,161,1861,0.000555798,0.000244157,0.000190631,1.98393e-06,TRUE,0.539473,0.539473,FALSE,0.13317,0.96398,0.0149868,2,NA
828,5,60930754,62180368,TRUE,264,2216,4.63033e-05,0.000111767,0.387041,0.0300658,FALSE,NA,NA,NA,NA,NA,NA,2,NA
829,5,62180369,63214089,TRUE,211,2594,0.000328969,0.000318553,0.0245387,6.85759e-08,TRUE,0.159105,0.159105,FALSE,-0.52083,0.75792,0.554678,2,NA
830,5,63214090,64438518,TRUE,218,1914,0.000599755,0.000124318,0.000377518,0.0119062,TRUE,0.66684,0.66684,FALSE,0.10514,1,0.0280737,2,NA
831,5,64438519,65606870,TRUE,223,2143,0.000333923,1.8243e-05,0.0259576,0.355984,FALSE,NA,NA,NA,NA,NA,NA,2,NA
832,5,65606871,67096191,TRUE,406,3277,0.000654103,0.000180259,0.0025955,0.00794884,TRUE,0.1909,0.1909,FALSE,-0.66905,0.85515,0.537155,2,NA
