"locus","chr","start","stop","processed","K","n_snps","h2_ASD","h2_SCZ","p_ASD","p_SCZ","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p"
747,4,164781848,165824650,TRUE,293,2936,NA,0.000575319,NA,0.00218152,FALSE,NA,NA,NA,NA,NA,NA
748,4,165824651,166702855,TRUE,285,2341,NA,0.000515807,NA,0.0042264,FALSE,NA,NA,NA,NA,NA,NA
749,4,166702856,167643768,TRUE,156,2238,0.000280003,0.000271547,0.22573,0.0293083,FALSE,NA,NA,NA,NA,NA,NA
750,4,167643769,168623790,TRUE,208,2470,NA,0.000436624,NA,0.00500922,FALSE,NA,NA,NA,NA,NA,NA
751,4,168623791,169555114,TRUE,246,2415,0.000118088,0.000321076,0.391665,0.0353174,FALSE,NA,NA,NA,NA,NA,NA
752,4,169555115,170682809,TRUE,235,2004,NA,0.000548951,NA,0.00122054,FALSE,NA,NA,NA,NA,NA,NA
753,4,170682810,171643019,TRUE,200,2595,0.000332586,0.000331713,0.216177,0.0203012,FALSE,NA,NA,NA,NA,NA,NA
754,4,171643020,172555990,TRUE,127,2473,NA,0.000127861,NA,0.149502,FALSE,NA,NA,NA,NA,NA,NA
755,4,172555991,174470206,TRUE,356,3066,0.000948741,0.000435257,0.053611,0.0211418,FALSE,NA,NA,NA,NA,NA,NA
756,4,174470207,175295842,TRUE,276,1644,NA,0.000263624,NA,0.0765809,FALSE,NA,NA,NA,NA,NA,NA
757,4,175295843,175959697,TRUE,224,1875,2.53494e-05,0.000121743,0.465374,0.223163,FALSE,NA,NA,NA,NA,NA,NA
758,4,175959698,177129678,TRUE,305,2402,0.000269462,0.00139192,0.299454,2.34844e-10,FALSE,NA,NA,NA,NA,NA,NA
759,4,177129679,178314527,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,4,178314528,179233905,TRUE,254,2029,NA,0.000585511,NA,0.000919308,FALSE,NA,NA,NA,NA,NA,NA
761,4,179233906,179932391,TRUE,163,1808,0.000149543,0.000178243,0.338912,0.104183,FALSE,NA,NA,NA,NA,NA,NA
762,4,179932392,180540877,TRUE,170,1996,NA,0.000171813,NA,0.116533,FALSE,NA,NA,NA,NA,NA,NA
763,4,180540878,181122433,TRUE,231,1940,NA,0.000272175,NA,0.0560142,FALSE,NA,NA,NA,NA,NA,NA
764,4,181122434,182065646,TRUE,422,2698,NA,0.000176026,NA,0.213076,FALSE,NA,NA,NA,NA,NA,NA
765,4,182065647,182946258,TRUE,447,2787,NA,0.000722917,NA,0.00151201,FALSE,NA,NA,NA,NA,NA,NA
766,4,182946259,183603892,TRUE,355,1780,NA,0.00113327,NA,4.32154e-07,FALSE,NA,NA,NA,NA,NA,NA
767,4,183603893,184338584,TRUE,268,1691,NA,0.000418712,NA,0.0130099,FALSE,NA,NA,NA,NA,NA,NA
768,4,184338585,185483262,TRUE,531,2996,NA,0.000396523,NA,0.0600105,FALSE,NA,NA,NA,NA,NA,NA
769,4,185483263,186232882,TRUE,259,2035,NA,0.000537898,NA,0.00208412,FALSE,NA,NA,NA,NA,NA,NA
770,4,186232883,186881568,TRUE,304,1750,1.22189e-05,0.000356866,0.480065,0.0349799,FALSE,NA,NA,NA,NA,NA,NA
771,4,186881569,187985393,TRUE,518,2987,NA,0.000247815,NA,0.159075,FALSE,NA,NA,NA,NA,NA,NA
772,4,187985394,189153279,TRUE,433,3138,NA,0.000624162,NA,0.00438498,FALSE,NA,NA,NA,NA,NA,NA
773,4,189153280,189899573,TRUE,337,3248,0.000465575,0.000834645,0.200454,6.54507e-05,FALSE,NA,NA,NA,NA,NA,NA
774,4,189899574,191043880,TRUE,240,2133,NA,0.000130583,NA,0.215544,FALSE,NA,NA,NA,NA,NA,NA
775,5,10043,598320,TRUE,130,1527,NA,6.1344e-05,NA,0.299054,FALSE,NA,NA,NA,NA,NA,NA
776,5,598321,1206609,TRUE,152,1013,NA,0.000210829,NA,0.0648192,FALSE,NA,NA,NA,NA,NA,NA
777,5,1206610,2106885,TRUE,501,2875,NA,5.68233e-05,NA,0.400367,FALSE,NA,NA,NA,NA,NA,NA
778,5,2106886,2960068,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,5,2960069,3677595,TRUE,343,2668,0.000300999,0.000184202,0.290774,0.179084,FALSE,NA,NA,NA,NA,NA,NA
780,5,3677596,4636542,TRUE,248,1910,NA,0.000432981,NA,0.00833256,FALSE,NA,NA,NA,NA,NA,NA
781,5,4636543,5828694,TRUE,418,2967,0.000822484,0.000375381,0.0960671,0.0501396,FALSE,NA,NA,NA,NA,NA,NA
782,5,5828695,6936733,TRUE,456,3449,NA,0.000853723,NA,0.000302615,FALSE,NA,NA,NA,NA,NA,NA
783,5,6936734,8079415,TRUE,317,3018,0.00115976,0.00127486,0.0200258,5.97744e-09,TRUE,0.486265,0.486265,FALSE,0.01087,1,0.0483722
784,5,8079416,9203855,TRUE,241,3114,NA,0.000148859,NA,0.187922,FALSE,NA,NA,NA,NA,NA,NA
785,5,9203856,10549029,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,5,10549030,11850850,TRUE,421,2902,NA,0.000435848,NA,0.0300944,FALSE,NA,NA,NA,NA,NA,NA
787,5,11850851,12867189,TRUE,134,1908,0.000298029,0.000519341,0.195708,0.000152446,FALSE,NA,NA,NA,NA,NA,NA
788,5,12867190,13608147,TRUE,144,1909,NA,0.000171743,NA,0.10206,FALSE,NA,NA,NA,NA,NA,NA
789,5,13608148,14910295,TRUE,391,2812,NA,0.000270564,NA,0.106506,FALSE,NA,NA,NA,NA,NA,NA
790,5,14910296,16592319,TRUE,383,2852,NA,0.000370545,NA,0.0462939,FALSE,NA,NA,NA,NA,NA,NA
791,5,16592320,17803477,TRUE,429,2525,NA,0.00045811,NA,0.0251552,FALSE,NA,NA,NA,NA,NA,NA
792,5,17803478,18791410,TRUE,196,2438,0.000505831,0.000521929,0.120222,0.000894357,FALSE,NA,NA,NA,NA,NA,NA
793,5,18791411,20397013,TRUE,251,3285,0.000156932,0.000180231,0.362684,0.148612,FALSE,NA,NA,NA,NA,NA,NA
794,5,20397014,21211399,TRUE,110,1510,NA,6.01309e-05,NA,0.289208,FALSE,NA,NA,NA,NA,NA,NA
795,5,21211400,22149042,TRUE,153,1516,NA,0.000182524,NA,0.0923087,FALSE,NA,NA,NA,NA,NA,NA
796,5,22149043,23246745,TRUE,181,2254,NA,0.000993891,NA,8.62988e-09,FALSE,NA,NA,NA,NA,NA,NA
797,5,23246746,24362661,TRUE,150,2972,NA,0.000360938,NA,0.00631565,FALSE,NA,NA,NA,NA,NA,NA
798,5,24362662,25722097,TRUE,276,2741,NA,0.000202212,NA,0.133579,FALSE,NA,NA,NA,NA,NA,NA
799,5,25722098,26938178,TRUE,246,3376,NA,0.000127932,NA,0.224127,FALSE,NA,NA,NA,NA,NA,NA
800,5,26938179,28315653,TRUE,274,2592,NA,0.000503687,NA,0.00438077,FALSE,NA,NA,NA,NA,NA,NA
801,5,28315654,29593755,TRUE,234,3245,0.00027178,0.00044762,0.273257,0.00592889,FALSE,NA,NA,NA,NA,NA,NA
802,5,29593756,30416066,TRUE,188,2808,NA,0.000138799,NA,0.175298,FALSE,NA,NA,NA,NA,NA,NA
803,5,30416067,31679464,TRUE,406,2870,NA,0.000710365,NA,0.00124299,FALSE,NA,NA,NA,NA,NA,NA
804,5,31679465,32727914,TRUE,361,2376,NA,0.000379955,NA,0.0380143,FALSE,NA,NA,NA,NA,NA,NA
805,5,32727915,33971056,TRUE,298,2810,NA,0.000105682,NA,0.281725,FALSE,NA,NA,NA,NA,NA,NA
806,5,33971057,35157146,TRUE,275,2652,NA,0.000352302,NA,0.0310659,FALSE,NA,NA,NA,NA,NA,NA
807,5,35157147,36431967,TRUE,293,2868,0.000401755,0.000415154,0.217341,0.0168176,FALSE,NA,NA,NA,NA,NA,NA
808,5,36431968,37925487,TRUE,289,2504,NA,0.00045535,NA,0.00987333,FALSE,NA,NA,NA,NA,NA,NA
809,5,37925488,39438985,TRUE,368,3002,0.000440318,0.000234312,0.222561,0.133874,FALSE,NA,NA,NA,NA,NA,NA
810,5,39438986,40290851,TRUE,179,2505,0.000102068,0.000313647,0.388569,0.0214859,FALSE,NA,NA,NA,NA,NA,NA
811,5,40290852,41279590,TRUE,210,2336,NA,0.000238345,NA,0.0709808,FALSE,NA,NA,NA,NA,NA,NA
812,5,41279591,42856332,TRUE,201,2886,NA,0.000861761,NA,7.13729e-07,FALSE,NA,NA,NA,NA,NA,NA
813,5,42856333,44049878,TRUE,163,2412,NA,9.42747e-05,NA,0.242949,FALSE,NA,NA,NA,NA,NA,NA
814,5,44049879,45305566,TRUE,154,1825,0.000135485,0.000488499,0.347906,0.000590978,FALSE,NA,NA,NA,NA,NA,NA
815,5,45305567,46388848,TRUE,75,1818,0.000103167,0.000816773,0.331184,1.62766e-10,FALSE,NA,NA,NA,NA,NA,NA
816,5,46388849,50164835,TRUE,49,1391,0.000159581,0.000339843,0.217912,0.000151734,FALSE,NA,NA,NA,NA,NA,NA
817,5,50164836,51203265,TRUE,201,1841,NA,0.000304342,NA,0.03019,FALSE,NA,NA,NA,NA,NA,NA
818,5,51203266,52139773,TRUE,207,2191,NA,0.000459076,NA,0.00331662,FALSE,NA,NA,NA,NA,NA,NA
819,5,52139774,52837225,TRUE,186,1879,0.000473892,0.00041143,0.128906,0.00520788,FALSE,NA,NA,NA,NA,NA,NA
820,5,52837226,53747856,TRUE,278,2233,NA,0.000763632,NA,7.05183e-05,FALSE,NA,NA,NA,NA,NA,NA
821,5,53747857,55221398,TRUE,318,3740,8.8841e-05,0.000648939,0.425045,0.000962025,FALSE,NA,NA,NA,NA,NA,NA
822,5,55221399,55968966,TRUE,333,1884,0.000949278,NA,0.04824,NA,FALSE,NA,NA,NA,NA,NA,NA
823,5,55968967,56896890,TRUE,267,1997,NA,0.000784297,NA,3.81221e-05,FALSE,NA,NA,NA,NA,NA,NA
824,5,56896891,57895012,TRUE,239,2431,8.6738e-05,0.000832734,0.415534,5.82614e-06,FALSE,NA,NA,NA,NA,NA,NA
825,5,57895013,58721458,TRUE,284,2192,NA,0.000808162,NA,3.49614e-05,FALSE,NA,NA,NA,NA,NA,NA
826,5,58721459,59868567,TRUE,208,1679,0.000308963,0.000609206,0.23597,0.000232325,FALSE,NA,NA,NA,NA,NA,NA
827,5,59868568,60930753,TRUE,152,1769,8.88327e-05,0.000569563,0.392723,9.98168e-05,FALSE,NA,NA,NA,NA,NA,NA
828,5,60930754,62180368,TRUE,248,2120,NA,8.29152e-05,NA,0.306674,FALSE,NA,NA,NA,NA,NA,NA
829,5,62180369,63214089,TRUE,202,2464,3.26511e-05,0.000371777,0.456894,0.0119843,FALSE,NA,NA,NA,NA,NA,NA
830,5,63214090,64438518,TRUE,200,1813,0.000810238,0.000514946,0.0354771,0.00114324,TRUE,0.74293,0.74293,FALSE,0.08676,1,0.033399
831,5,64438519,65606870,TRUE,210,2074,0.000184749,0.000174935,0.328238,0.13717,FALSE,NA,NA,NA,NA,NA,NA
832,5,65606871,67096191,TRUE,347,3101,4.80967e-05,0.000362873,0.456308,0.0420416,FALSE,NA,NA,NA,NA,NA,NA
833,5,67096192,68006993,TRUE,321,1906,0.00071375,0.000453655,0.09848,0.0132972,FALSE,NA,NA,NA,NA,NA,NA
834,5,68006994,71468651,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,5,71468652,73314061,TRUE,400,3370,NA,0.00086606,NA,0.000117361,FALSE,NA,NA,NA,NA,NA,NA
836,5,73314062,74245354,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,5,74245355,75239302,TRUE,142,1876,0.000543618,0.000433547,0.0728913,0.00130844,FALSE,NA,NA,NA,NA,NA,NA
838,5,75239303,75959515,TRUE,242,1704,NA,0.000571248,NA,0.00103124,FALSE,NA,NA,NA,NA,NA,NA
839,5,75959516,77290255,TRUE,424,3011,3.19764e-05,0.000516746,0.470614,0.0135904,FALSE,NA,NA,NA,NA,NA,NA
840,5,77290256,79005158,TRUE,356,3031,0.000171429,0.000623443,0.374265,0.00223431,FALSE,NA,NA,NA,NA,NA,NA
841,5,79005159,80448225,TRUE,470,3452,0.000512271,0.00147922,0.216582,1.21185e-08,FALSE,NA,NA,NA,NA,NA,NA
842,5,80448226,81710194,TRUE,291,2045,0.000572008,0.000397198,0.136697,0.0205039,FALSE,NA,NA,NA,NA,NA,NA
843,5,81710195,82720248,TRUE,265,1966,0.000333064,8.48776e-05,0.246043,0.308468,FALSE,NA,NA,NA,NA,NA,NA
844,5,82720249,84094797,TRUE,408,2329,NA,0.000458346,NA,0.0228476,FALSE,NA,NA,NA,NA,NA,NA
845,5,84094798,84697850,TRUE,124,1891,NA,1.18611e-05,NA,0.44445,FALSE,NA,NA,NA,NA,NA,NA
846,5,84697851,85311779,TRUE,88,1835,NA,3.72242e-05,NA,0.342328,FALSE,NA,NA,NA,NA,NA,NA
847,5,85311780,86493763,TRUE,237,2438,NA,0.000445391,NA,0.00653522,FALSE,NA,NA,NA,NA,NA,NA
848,5,86493764,87943482,TRUE,182,2013,0.000277337,0.000954082,0.244017,3.87072e-08,FALSE,NA,NA,NA,NA,NA,NA
849,5,87943483,89584466,TRUE,330,1922,0.000268098,0.00129484,0.307221,6.67049e-09,FALSE,NA,NA,NA,NA,NA,NA
850,5,89584467,90793804,TRUE,282,1996,NA,0.000708415,NA,0.000212293,FALSE,NA,NA,NA,NA,NA,NA
851,5,90793805,91956905,TRUE,204,1862,NA,0.000927247,NA,1.72099e-07,FALSE,NA,NA,NA,NA,NA,NA
852,5,91956906,93814604,TRUE,350,2217,0.000495916,0.00104173,0.190538,2.52745e-06,FALSE,NA,NA,NA,NA,NA,NA
853,5,93814605,95117259,TRUE,336,2225,NA,0.000685964,NA,0.000706516,FALSE,NA,NA,NA,NA,NA,NA
854,5,95117260,96467377,TRUE,318,2680,0.000834312,0.000573095,0.0664674,0.00279256,FALSE,NA,NA,NA,NA,NA,NA
855,5,96467378,97316601,TRUE,106,2316,4.86358e-05,0.000203408,0.420947,0.0421302,FALSE,NA,NA,NA,NA,NA,NA
856,5,97316602,98567769,TRUE,236,2656,NA,0.000258744,NA,0.0684163,FALSE,NA,NA,NA,NA,NA,NA
857,5,98567770,99257995,TRUE,78,1565,0.000381212,0.000154697,0.0848802,0.0614746,FALSE,NA,NA,NA,NA,NA,NA
858,5,99257996,100594081,TRUE,153,2401,5.77104e-05,0.000306122,0.424614,0.0164028,FALSE,NA,NA,NA,NA,NA,NA
859,5,100594082,101575367,TRUE,146,2359,NA,0.000226647,NA,0.0493996,FALSE,NA,NA,NA,NA,NA,NA
860,5,101575368,102903985,TRUE,162,2840,0.000392516,0.000494467,0.155708,0.000930321,FALSE,NA,NA,NA,NA,NA,NA
861,5,102903986,103788460,TRUE,288,1854,0.000767142,0.00112577,0.0730914,5.4004e-08,FALSE,NA,NA,NA,NA,NA,NA
862,5,103788461,104850490,TRUE,192,2374,0.000458575,0.000465286,0.139803,0.00225965,FALSE,NA,NA,NA,NA,NA,NA
863,5,104850491,106389388,TRUE,318,3153,NA,0.000174812,NA,0.183818,FALSE,NA,NA,NA,NA,NA,NA
864,5,106389389,107265911,TRUE,299,1969,NA,0.00122331,NA,8.71665e-09,FALSE,NA,NA,NA,NA,NA,NA
865,5,107265912,108641784,TRUE,256,3247,NA,0.000300026,NA,0.04775,FALSE,NA,NA,NA,NA,NA,NA
866,5,108641785,109606905,TRUE,239,2355,NA,0.000299597,NA,0.042504,FALSE,NA,NA,NA,NA,NA,NA
867,5,109606906,110819517,TRUE,190,2167,NA,0.000653615,NA,6.0377e-05,FALSE,NA,NA,NA,NA,NA,NA
868,5,110819518,111983115,TRUE,275,2648,NA,0.000518048,NA,0.00368859,FALSE,NA,NA,NA,NA,NA,NA
869,5,111983116,113121555,TRUE,227,3199,0.000303725,0.000446855,0.248623,0.00579466,FALSE,NA,NA,NA,NA,NA,NA
870,5,113121556,113998532,TRUE,248,2241,0.00134881,0.000498047,0.00422695,0.00336294,TRUE,0.0533462,0.0533462,FALSE,-0.69201,0.80456,0.860378
871,5,113998533,115117631,TRUE,270,2545,NA,0.000446922,NA,0.00912156,FALSE,NA,NA,NA,NA,NA,NA
872,5,115117632,116208000,TRUE,364,3115,NA,0.000385143,NA,0.0362398,FALSE,NA,NA,NA,NA,NA,NA
873,5,116208001,117348497,TRUE,343,3034,NA,0.000785017,NA,0.000188733,FALSE,NA,NA,NA,NA,NA,NA
874,5,117348498,118605251,TRUE,343,3018,NA,0.000273604,NA,0.0917805,FALSE,NA,NA,NA,NA,NA,NA
875,5,118605252,119664173,TRUE,277,2457,NA,0.000346511,NA,0.0331961,FALSE,NA,NA,NA,NA,NA,NA
876,5,119664174,120371857,TRUE,158,1819,1.88731e-05,0.000182659,0.465488,0.0983066,FALSE,NA,NA,NA,NA,NA,NA
877,5,120371858,120960737,TRUE,177,1997,NA,0.000486222,NA,0.00119818,FALSE,NA,NA,NA,NA,NA,NA
878,5,120960738,122005291,TRUE,220,1755,0.000579838,3.07941e-05,0.103001,0.412605,FALSE,NA,NA,NA,NA,NA,NA
879,5,122005292,123191941,TRUE,236,2868,0.000119146,0.000489206,0.38863,0.00320908,FALSE,NA,NA,NA,NA,NA,NA
880,5,123191942,124109485,TRUE,308,1966,NA,0.000517289,NA,0.0052949,FALSE,NA,NA,NA,NA,NA,NA
881,5,124109486,125131720,TRUE,409,2552,NA,0.000635604,NA,0.00314192,FALSE,NA,NA,NA,NA,NA,NA
882,5,125131721,126054697,TRUE,233,2377,NA,0.000292963,NA,0.0440889,FALSE,NA,NA,NA,NA,NA,NA
883,5,126054698,126992836,TRUE,186,2124,NA,0.000100689,NA,0.251055,FALSE,NA,NA,NA,NA,NA,NA
884,5,126992837,128067414,TRUE,181,1942,0.000139377,0.000376804,0.355481,0.00858611,FALSE,NA,NA,NA,NA,NA,NA
885,5,128067415,128734905,TRUE,146,2068,NA,3.23289e-05,NA,0.389108,FALSE,NA,NA,NA,NA,NA,NA
886,5,128734906,130573817,TRUE,205,2863,0.000397563,0.000646141,0.179534,0.000104827,FALSE,NA,NA,NA,NA,NA,NA
887,5,130573818,132554690,TRUE,244,2698,0.000488765,0.000408232,0.152494,0.0118017,FALSE,NA,NA,NA,NA,NA,NA
888,5,132554691,134556570,TRUE,607,3603,NA,0.000876722,NA,0.00101928,FALSE,NA,NA,NA,NA,NA,NA
889,5,134556571,135344943,TRUE,231,1925,7.5624e-05,0.000198694,0.423382,0.118675,FALSE,NA,NA,NA,NA,NA,NA
890,5,135344944,136949853,TRUE,359,3115,0.00044841,0.000645614,0.215862,0.0018246,FALSE,NA,NA,NA,NA,NA,NA
891,5,136949854,139408116,TRUE,365,2956,NA,0.00131853,NA,1.58955e-08,FALSE,NA,NA,NA,NA,NA,NA
892,5,139408117,141253830,TRUE,387,2950,NA,0.000805178,NA,0.000269259,FALSE,NA,NA,NA,NA,NA,NA
893,5,141253831,142532956,TRUE,366,2696,NA,0.000100338,NA,0.308564,FALSE,NA,NA,NA,NA,NA,NA
894,5,142532957,143605908,TRUE,273,2133,0.000149357,0.000720105,0.373609,0.000140322,FALSE,NA,NA,NA,NA,NA,NA
895,5,143605909,145319096,TRUE,263,3327,0.000593965,0.000708841,0.116955,0.000137774,FALSE,NA,NA,NA,NA,NA,NA
896,5,145319097,147180171,TRUE,370,3508,NA,0.000255087,NA,0.113832,FALSE,NA,NA,NA,NA,NA,NA
897,5,147180172,148662214,TRUE,311,3053,9.31436e-06,NA,0.482439,NA,FALSE,NA,NA,NA,NA,NA,NA
898,5,148662215,149850203,TRUE,442,2436,0.000330948,0.000451146,0.29716,0.0281593,FALSE,NA,NA,NA,NA,NA,NA
899,5,149850204,150981934,TRUE,320,2689,NA,0.000469611,NA,0.0110617,FALSE,NA,NA,NA,NA,NA,NA
900,5,150981935,151892617,TRUE,183,2017,0.000134871,0.000412526,0.360207,0.00480961,FALSE,NA,NA,NA,NA,NA,NA
901,5,151892618,152878627,TRUE,175,2013,NA,0.00101088,NA,3.31776e-09,FALSE,NA,NA,NA,NA,NA,NA
902,5,152878628,153734494,TRUE,196,2262,NA,0.000800036,NA,2.83002e-06,FALSE,NA,NA,NA,NA,NA,NA
903,5,153734495,154599750,TRUE,290,1848,3.88315e-05,0.000670814,0.459278,0.000472856,FALSE,NA,NA,NA,NA,NA,NA
904,5,154599751,155459556,TRUE,210,1900,NA,0.000154095,NA,0.164614,FALSE,NA,NA,NA,NA,NA,NA
905,5,155459557,156345451,TRUE,197,2050,NA,0.000573384,NA,0.000528673,FALSE,NA,NA,NA,NA,NA,NA
906,5,156345452,157191081,TRUE,221,2193,3.44441e-05,0.000291902,0.457214,0.0422528,FALSE,NA,NA,NA,NA,NA,NA
907,5,157191082,158484775,TRUE,346,2838,NA,0.000668425,NA,0.00104019,FALSE,NA,NA,NA,NA,NA,NA
908,5,158484776,159663733,TRUE,301,2553,NA,0.000818862,NA,4.68187e-05,FALSE,NA,NA,NA,NA,NA,NA
909,5,159663734,160519049,TRUE,305,2064,0.000356461,0.00025388,0.246881,0.0963014,FALSE,NA,NA,NA,NA,NA,NA
910,5,160519050,161478177,TRUE,201,2104,7.83685e-05,0.000504636,0.415544,0.00136623,FALSE,NA,NA,NA,NA,NA,NA
911,5,161478178,162386027,TRUE,204,1658,NA,0.000608191,NA,0.000205811,FALSE,NA,NA,NA,NA,NA,NA
912,5,162386028,163781268,TRUE,382,3014,0.000692478,0.000361167,0.124068,0.0494396,FALSE,NA,NA,NA,NA,NA,NA
913,5,163781269,165289211,TRUE,403,3041,9.18591e-05,0.000276811,0.431357,0.105107,FALSE,NA,NA,NA,NA,NA,NA
914,5,165289212,166863413,TRUE,503,2868,NA,0.000684924,NA,0.00392851,FALSE,NA,NA,NA,NA,NA,NA
915,5,166863414,168342743,TRUE,536,2795,NA,0.000643422,NA,0.00724776,FALSE,NA,NA,NA,NA,NA,NA
916,5,168342744,169506966,TRUE,414,2932,NA,0.000845122,NA,0.000208036,FALSE,NA,NA,NA,NA,NA,NA
917,5,169506967,170898340,TRUE,396,2859,0.000352822,0.000860659,0.275228,0.000118041,FALSE,NA,NA,NA,NA,NA,NA
918,5,170898341,172285682,TRUE,536,3003,0.000924578,0.000845003,0.0973359,0.000795265,FALSE,NA,NA,NA,NA,NA,NA
919,5,172285683,173606995,TRUE,433,3047,5.46394e-05,0.000699853,0.456783,0.00176824,FALSE,NA,NA,NA,NA,NA,NA
920,5,173606996,174662885,TRUE,422,2592,NA,0.00030708,NA,0.0875706,FALSE,NA,NA,NA,NA,NA,NA
921,5,174662886,176180301,TRUE,387,2435,NA,0.000870608,NA,9.30408e-05,FALSE,NA,NA,NA,NA,NA,NA
922,5,176180302,177659902,TRUE,302,2252,NA,0.000465904,NA,0.0106309,FALSE,NA,NA,NA,NA,NA,NA
923,5,177659903,178595252,TRUE,412,2946,NA,0.00101316,NA,1.41605e-05,FALSE,NA,NA,NA,NA,NA,NA
924,5,178595253,179794710,TRUE,546,2921,NA,0.000528596,NA,0.0224935,FALSE,NA,NA,NA,NA,NA,NA
925,5,179794711,180902886,TRUE,287,2153,0.00047244,NA,0.178845,NA,FALSE,NA,NA,NA,NA,NA,NA
926,6,63979,1380679,TRUE,503,3072,NA,0.00050129,NA,0.0232444,FALSE,NA,NA,NA,NA,NA,NA
927,6,1380680,2746531,TRUE,463,3086,NA,0.000490364,NA,0.0217014,FALSE,NA,NA,NA,NA,NA,NA
928,6,2746532,3964072,TRUE,465,2978,9.5548e-05,0.000277913,0.433835,0.12001,FALSE,NA,NA,NA,NA,NA,NA
929,6,3964073,4657086,TRUE,191,1874,NA,0.000178316,NA,0.119831,FALSE,NA,NA,NA,NA,NA,NA
930,6,4657087,5378213,TRUE,207,1805,0.000510483,0.000288041,0.124188,0.0380261,FALSE,NA,NA,NA,NA,NA,NA
931,6,5378214,6621937,TRUE,514,3271,NA,0.000342906,NA,0.0857701,FALSE,NA,NA,NA,NA,NA,NA
932,6,6621938,7808323,TRUE,526,3188,NA,0.000852023,NA,0.000649661,FALSE,NA,NA,NA,NA,NA,NA
933,6,7808324,9020710,TRUE,287,3087,0.000727132,0.000388643,0.0832354,0.021563,FALSE,NA,NA,NA,NA,NA,NA
934,6,9020711,10416550,TRUE,391,3205,NA,0.000139389,NA,0.254802,FALSE,NA,NA,NA,NA,NA,NA
935,6,10416551,11790671,TRUE,458,3219,NA,0.000319855,NA,0.0885035,FALSE,NA,NA,NA,NA,NA,NA
936,6,11790672,13352326,TRUE,426,3392,NA,0.000693752,NA,0.00178879,FALSE,NA,NA,NA,NA,NA,NA
937,6,13352327,15069421,TRUE,469,3102,NA,0.000661169,NA,0.00380691,FALSE,NA,NA,NA,NA,NA,NA
938,6,15069422,16566882,TRUE,464,3500,0.000987909,0.000367506,0.0695148,0.0631279,FALSE,NA,NA,NA,NA,NA,NA
939,6,16566883,17391994,TRUE,286,1801,0.00160613,0.000369823,0.00181319,0.0269782,TRUE,1,1.02487,FALSE,0.37406,1,0.00261421
940,6,17391995,18208676,TRUE,212,1931,NA,0.000285896,NA,0.0423146,FALSE,NA,NA,NA,NA,NA,NA
941,6,18208677,18775022,TRUE,132,1859,0.000300817,0.000233538,0.191996,0.0410429,FALSE,NA,NA,NA,NA,NA,NA
942,6,18775023,19449152,TRUE,133,1838,0.000178406,0.000449684,0.295416,0.000721665,FALSE,NA,NA,NA,NA,NA,NA
943,6,19449153,20418020,TRUE,332,2217,NA,0.00051527,NA,0.00681208,FALSE,NA,NA,NA,NA,NA,NA
944,6,20418021,21295864,TRUE,249,2095,NA,0.000303292,NA,0.0439408,FALSE,NA,NA,NA,NA,NA,NA
945,6,21295865,22199713,TRUE,314,1772,NA,0.000409903,NA,0.0210113,FALSE,NA,NA,NA,NA,NA,NA
946,6,22199714,23192337,TRUE,298,2650,NA,0.00028839,NA,0.0670766,FALSE,NA,NA,NA,NA,NA,NA
947,6,23192338,23939306,TRUE,267,2003,0.000774986,0.00028124,0.0643364,0.0620302,FALSE,NA,NA,NA,NA,NA,NA
948,6,23939307,24950379,TRUE,347,3004,NA,0.00122486,NA,8.62638e-08,FALSE,NA,NA,NA,NA,NA,NA
949,6,24950380,25684629,TRUE,241,2286,NA,0.0012031,NA,1.01854e-09,FALSE,NA,NA,NA,NA,NA,NA
950,6,25684630,26396200,TRUE,130,1803,NA,0.00174051,NA,9.79814e-23,FALSE,NA,NA,NA,NA,NA,NA
951,6,26396201,27261035,TRUE,83,1360,NA,0.00183919,NA,9.85283e-30,FALSE,NA,NA,NA,NA,NA,NA
952,6,27261036,28666364,TRUE,146,2728,8.73177e-05,0.00266719,0.39218,3.61535e-39,FALSE,NA,NA,NA,NA,NA,NA
953,6,28666365,29529755,TRUE,88,2176,0.000213192,0.00237266,0.221061,2.81842e-40,FALSE,NA,NA,NA,NA,NA,NA
954,6,29529756,29833843,TRUE,50,2484,0.000777701,0.00129182,0.00114741,1.2263e-22,TRUE,0.246162,0.246162,FALSE,-0.17186,0.72539,0.227549
955,6,29833844,30070717,TRUE,34,1727,0.000467033,0.00121021,0.010983,1.40172e-23,TRUE,0.134838,0.134838,FALSE,-0.43779,0.79148,0.588626
956,6,30070718,30715006,TRUE,93,2290,0.000285344,0.00148972,0.164571,1.49439e-19,FALSE,NA,NA,NA,NA,NA,NA
957,6,30715007,31106493,TRUE,117,2171,0.000739937,0.00153398,0.0179471,6.85242e-20,TRUE,0.017797,0.017797,FALSE,-0.5158,0.5663,0.937381
