"locus","chr","start","stop","processed","K","n_snps","h2_MDD_noUKB","h2_BIP_noUKB","p_MDD_noUKB","p_BIP_noUKB","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
725,4,137400032,138537344,TRUE,321,3534,0.000543354,0.00016079,0.00217498,0.0184339,TRUE,-0.253936,-0.253936,FALSE,-1,0.42626,0.437297,2,NA
726,4,138537345,139553760,TRUE,282,2418,NA,0.000194504,NA,0.00470573,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
727,4,139553761,141087047,TRUE,530,2908,0.00052053,0.00026057,0.0147562,0.00524505,TRUE,-0.192892,-0.192892,FALSE,-1,0.50179,0.558741,2,NA
728,4,141087048,142807914,TRUE,396,3232,NA,0.000246981,NA,0.00260235,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
729,4,142807915,144401042,TRUE,241,3294,0.000243476,0.000297702,0.0631146,1.80952e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
730,4,144401043,146174871,TRUE,251,2567,NA,0.00011938,NA,0.0398967,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
731,4,146174872,147161042,TRUE,297,1912,0.000114096,0.000274572,0.248963,0.000225588,FALSE,NA,NA,NA,NA,NA,NA,2,NA
732,4,147161043,148462208,TRUE,232,2461,0.000233732,0.000183506,0.0681983,0.00361808,FALSE,NA,NA,NA,NA,NA,NA,2,NA
733,4,148462209,149998528,TRUE,384,2849,NA,0.000212663,NA,0.0066486,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
734,4,149998529,151014322,TRUE,209,1662,NA,0.000180841,NA,0.00258379,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
735,4,151014323,152162098,TRUE,170,1800,0.00044508,0.000372999,0.00100669,5.29757e-09,TRUE,0.206126,0.206126,FALSE,-0.25019,0.66348,0.33051,2,NA
736,4,152162099,153520883,TRUE,288,2749,0.000332471,0.000191288,0.0302816,0.00498529,TRUE,0.582687,0.582687,FALSE,-0.15126,1,0.108128,2,NA
737,4,153520884,155044409,TRUE,520,3493,0.000343102,0.00036282,0.0694864,0.000183029,FALSE,NA,NA,NA,NA,NA,NA,2,NA
738,4,155044410,156520288,TRUE,405,3023,0.000406122,0.000319663,0.0252869,0.000184477,TRUE,-0.129711,-0.129711,FALSE,-1,0.49668,0.668278,2,NA
739,4,156520289,157597309,TRUE,320,3310,8.99771e-06,0.000175344,0.469602,0.0115571,FALSE,NA,NA,NA,NA,NA,NA,2,NA
740,4,157597310,159176073,TRUE,303,3225,0.000275066,0.000115844,0.0624563,0.0620638,FALSE,NA,NA,NA,NA,NA,NA,2,NA
741,4,159176074,160828480,TRUE,303,3138,0.000194369,0.000316828,0.133537,4.32269e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
742,4,160828481,161666201,TRUE,246,2077,NA,0.000204881,NA,0.00177055,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
743,4,161666202,162239289,TRUE,143,2214,8.50606e-05,0.000144923,0.231488,0.00343835,FALSE,NA,NA,NA,NA,NA,NA,2,NA
744,4,162239290,163245541,TRUE,251,2815,0.000259226,0.000210541,0.0553524,0.00139932,FALSE,NA,NA,NA,NA,NA,NA,2,NA
745,4,163245542,163937103,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
746,4,163937104,164781847,TRUE,224,1722,0.000142819,0.000219385,0.169015,0.000582806,FALSE,NA,NA,NA,NA,NA,NA,2,NA
747,4,164781848,165824650,TRUE,303,3002,NA,0.000247006,NA,0.000766913,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
748,4,165824651,166702855,TRUE,300,2397,4.15542e-05,0.000275791,0.395479,0.000222574,FALSE,NA,NA,NA,NA,NA,NA,2,NA
749,4,166702856,167643768,TRUE,184,2297,9.54018e-05,0.000173507,0.235189,0.00232442,FALSE,NA,NA,NA,NA,NA,NA,2,NA
750,4,167643769,168623790,TRUE,228,2511,0.000205825,4.32903e-05,0.0919036,0.246539,FALSE,NA,NA,NA,NA,NA,NA,2,NA
751,4,168623791,169555114,TRUE,252,2424,7.52284e-05,8.47369e-05,0.309553,0.101538,FALSE,NA,NA,NA,NA,NA,NA,2,NA
752,4,169555115,170682809,TRUE,279,2101,2.99669e-05,0.000159439,0.418242,0.0136435,FALSE,NA,NA,NA,NA,NA,NA,2,NA
753,4,170682810,171643019,TRUE,216,2629,NA,0.000191066,NA,0.00193574,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
754,4,171643020,172555990,TRUE,149,2525,NA,0.000141143,NA,0.00477188,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
755,4,172555991,174470206,TRUE,400,3206,3.18193e-06,0.000154028,0.484268,0.0363192,FALSE,NA,NA,NA,NA,NA,NA,2,NA
756,4,174470207,175295842,TRUE,309,1714,NA,0.000217138,NA,0.00262437,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
757,4,175295843,175959697,TRUE,228,1884,0.000146707,0.000194041,0.164219,0.00187954,FALSE,NA,NA,NA,NA,NA,NA,2,NA
758,4,175959698,177129678,TRUE,331,2502,NA,0.000687874,NA,1.72842e-13,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
759,4,177129679,178314527,TRUE,378,3100,0.000125322,0.000389461,0.25489,5.43843e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
760,4,178314528,179233905,TRUE,257,2091,NA,7.36365e-05,NA,0.133518,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
761,4,179233906,179932391,TRUE,199,1919,NA,4.55594e-05,NA,0.214003,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
762,4,179932392,180540877,TRUE,189,2032,NA,0.000216803,NA,0.000273665,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
763,4,180540878,181122433,TRUE,236,1964,8.99123e-05,7.63961e-05,0.272091,0.118285,FALSE,NA,NA,NA,NA,NA,NA,2,NA
764,4,181122434,182065646,TRUE,457,2800,NA,0.000459479,NA,1.27935e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
765,4,182065647,182946258,TRUE,470,2840,7.31642e-05,0.00030588,0.360642,0.000745265,FALSE,NA,NA,NA,NA,NA,NA,2,NA
766,4,182946259,183603892,TRUE,380,1819,0.000167172,0.000469646,0.193547,1.02029e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
767,4,183603893,184338584,TRUE,320,1862,7.86005e-05,7.96339e-05,0.322964,0.143706,FALSE,NA,NA,NA,NA,NA,NA,2,NA
768,4,184338585,185483262,TRUE,606,3208,8.83269e-05,0.000281232,0.353609,0.004241,FALSE,NA,NA,NA,NA,NA,NA,2,NA
769,4,185483263,186232882,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
770,4,186232883,186881568,TRUE,354,1838,NA,0.000106793,NA,0.0889733,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
771,4,186881569,187985393,TRUE,538,3055,0.000647874,0.000636266,0.00380856,2.05619e-09,TRUE,-0.0428989,-0.0428989,FALSE,-0.57819,0.38505,0.835784,2,NA
772,4,187985394,189153279,TRUE,494,3282,0.000792992,0.000386539,0.000406087,5.24158e-05,TRUE,0.133333,0.133333,FALSE,-0.37712,0.60137,0.552553,2,NA
773,4,189153280,189899573,TRUE,350,3283,NA,0.000356967,NA,1.45463e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
774,4,189899574,191043880,TRUE,275,2220,0.000305789,0.000294781,0.0375917,5.73691e-05,TRUE,0.114645,0.114645,FALSE,-0.70525,0.90487,0.713816,2,NA
775,5,10043,598320,TRUE,159,1634,0.000209209,NA,0.0545559,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP_noUKB"
776,5,598321,1206609,TRUE,208,1153,0.000606031,6.80833e-05,8.86968e-05,0.131859,FALSE,NA,NA,NA,NA,NA,NA,2,NA
777,5,1206610,2106885,TRUE,514,2937,0.000669479,8.04231e-05,0.00245969,0.197873,FALSE,NA,NA,NA,NA,NA,NA,2,NA
778,5,2106886,2960068,TRUE,471,2738,1.39118e-05,6.52473e-05,0.465856,0.233657,FALSE,NA,NA,NA,NA,NA,NA,2,NA
779,5,2960069,3677595,TRUE,379,2791,8.42372e-05,0.00032899,0.325182,8.27349e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
780,5,3677596,4636542,TRUE,315,2113,0.000352538,2.5449e-05,0.0274099,0.354503,FALSE,NA,NA,NA,NA,NA,NA,2,NA
781,5,4636543,5828694,TRUE,488,3245,0.000421907,0.00033329,0.0323995,0.000389843,TRUE,0.175406,0.175406,FALSE,-0.66026,1,0.579452,2,NA
782,5,5828695,6936733,TRUE,479,3567,0.00023549,0.000453911,0.141386,3.21313e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
783,5,6936734,8079415,TRUE,338,3150,0.000504068,0.000492938,0.00471795,1.51389e-08,TRUE,-0.0786965,-0.0786965,FALSE,-0.64881,0.36893,0.722715,2,NA
784,5,8079416,9203855,TRUE,275,3272,6.42697e-05,0.000141908,0.340332,0.0244367,FALSE,NA,NA,NA,NA,NA,NA,2,NA
785,5,9203856,10549029,TRUE,532,3267,0.000283968,0.000512661,0.110815,5.82731e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
786,5,10549030,11850850,TRUE,460,3089,7.92058e-05,0.00062498,0.349025,3.94644e-10,FALSE,NA,NA,NA,NA,NA,NA,2,NA
787,5,11850851,12867189,TRUE,150,1983,0.000220669,6.54425e-05,0.0424335,0.104197,FALSE,NA,NA,NA,NA,NA,NA,2,NA
788,5,12867190,13608147,TRUE,147,1948,NA,0.000154161,NA,0.00248567,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
789,5,13608148,14910295,TRUE,436,2954,0.000334657,0.000190316,0.0579551,0.0168643,FALSE,NA,NA,NA,NA,NA,NA,2,NA
790,5,14910296,16592319,TRUE,417,2954,NA,0.000626721,NA,8.69001e-11,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
791,5,16592320,17803477,TRUE,495,2721,NA,0.000316329,NA,0.000639843,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
792,5,17803478,18791410,TRUE,209,2533,NA,0.000186026,NA,0.00209337,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
793,5,18791411,20397013,TRUE,276,3438,9.22937e-05,0.000247798,0.282868,0.000510258,FALSE,NA,NA,NA,NA,NA,NA,2,NA
794,5,20397014,21211399,TRUE,125,1582,8.80719e-05,6.4508e-05,0.210407,0.0848162,FALSE,NA,NA,NA,NA,NA,NA,2,NA
795,5,21211400,22149042,TRUE,162,1564,NA,6.55304e-05,NA,0.110787,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
796,5,22149043,23246745,TRUE,197,2329,NA,0.000243826,NA,0.000109152,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
797,5,23246746,24362661,TRUE,169,3120,9.70398e-05,0.000165961,0.223159,0.00273972,FALSE,NA,NA,NA,NA,NA,NA,2,NA
798,5,24362662,25722097,TRUE,318,2943,0.000238685,0.000388789,0.0933598,1.63796e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
799,5,25722098,26938178,TRUE,257,3478,0.000326937,0.000378559,0.0249311,3.49131e-07,TRUE,0.354439,0.354439,FALSE,-0.20788,1,0.188592,2,NA
800,5,26938179,28315653,TRUE,306,2716,0.00047929,0.000303144,0.00484267,6.89683e-05,TRUE,0.304935,0.304935,FALSE,-0.24906,0.93073,0.243702,2,NA
801,5,28315654,29593755,TRUE,241,3329,0.000264336,0.000148539,0.0506199,0.0135976,FALSE,NA,NA,NA,NA,NA,NA,2,NA
802,5,29593756,30416066,TRUE,192,2883,0.000156474,0.000136461,0.130241,0.0121615,FALSE,NA,NA,NA,NA,NA,NA,2,NA
803,5,30416067,31679464,TRUE,428,3011,0.000133195,0.00041227,0.255245,5.41697e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
804,5,31679465,32727914,TRUE,440,2596,0.000269494,6.86523e-05,0.102034,0.215263,FALSE,NA,NA,NA,NA,NA,NA,2,NA
805,5,32727915,33971056,TRUE,319,2925,0.000261523,NA,0.0757636,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP_noUKB"
806,5,33971057,35157146,TRUE,293,2745,NA,0.000100797,NA,0.0812762,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
807,5,35157147,36431967,TRUE,303,2959,0.000255847,5.60073e-05,0.0754032,0.224105,FALSE,NA,NA,NA,NA,NA,NA,2,NA
808,5,36431968,37925487,TRUE,305,2595,NA,8.65971e-05,NA,0.120289,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
809,5,37925488,39438985,TRUE,430,3188,NA,0.000303105,NA,0.000502384,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
810,5,39438986,40290851,TRUE,181,2550,4.96241e-05,8.27879e-05,0.345124,0.073845,FALSE,NA,NA,NA,NA,NA,NA,2,NA
811,5,40290852,41279590,TRUE,215,2397,NA,0.000105877,NA,0.045479,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
812,5,41279591,42856332,TRUE,201,2966,0.000340903,2.28213e-05,0.0116212,0.339626,FALSE,NA,NA,NA,NA,NA,NA,2,NA
813,5,42856333,44049878,TRUE,169,2508,0.00024296,8.27038e-05,0.0371408,0.0711807,FALSE,NA,NA,NA,NA,NA,NA,2,NA
814,5,44049879,45305566,TRUE,166,1911,NA,0.000154561,NA,0.00400947,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
815,5,45305567,46388848,TRUE,90,1881,0.000390842,0.000220008,0.000222384,3.55796e-06,TRUE,-0.260446,-0.260446,FALSE,-0.85643,0.19371,0.263636,2,NA
816,5,46388849,50164835,TRUE,65,1412,8.79194e-05,6.25889e-05,0.139967,0.0389475,FALSE,NA,NA,NA,NA,NA,NA,2,NA
817,5,50164836,51203265,TRUE,210,1922,0.000436652,0.000305605,0.00262694,4.14025e-06,TRUE,0.00963718,0.00963718,FALSE,-0.59593,0.52254,0.968243,2,NA
818,5,51203266,52139773,TRUE,210,2288,0.000390717,0.000188413,0.00583994,0.00196599,TRUE,0.185937,0.185937,FALSE,-0.56228,0.94883,0.542962,2,NA
819,5,52139774,52837225,TRUE,203,1960,0.00030801,5.82895e-05,0.0200621,0.165276,FALSE,NA,NA,NA,NA,NA,NA,2,NA
820,5,52837226,53747856,TRUE,288,2300,NA,0.000157101,NA,0.0165063,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
821,5,53747857,55221398,TRUE,327,3844,0.000584091,4.30328e-05,0.0013012,0.280121,FALSE,NA,NA,NA,NA,NA,NA,2,NA
822,5,55221399,55968966,TRUE,347,1967,NA,0.000206031,NA,0.00596172,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
823,5,55968967,56896890,TRUE,281,2065,5.81393e-05,0.000121604,0.355254,0.0481748,FALSE,NA,NA,NA,NA,NA,NA,2,NA
824,5,56896891,57895012,TRUE,247,2518,7.23304e-05,0.000125667,0.314078,0.0313423,FALSE,NA,NA,NA,NA,NA,NA,2,NA
825,5,57895013,58721458,TRUE,290,2245,NA,0.000394413,NA,3.80109e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
826,5,58721459,59868567,TRUE,214,1720,0.000107439,0.000287761,0.226434,1.3087e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
827,5,59868568,60930753,TRUE,158,1843,NA,0.000314486,NA,2.45849e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
828,5,60930754,62180368,TRUE,263,2185,0.000409403,8.31194e-05,0.0084063,0.10972,FALSE,NA,NA,NA,NA,NA,NA,2,NA
829,5,62180369,63214089,TRUE,210,2573,0.000329668,0.000561815,0.015443,5.27957e-14,TRUE,0.0700667,0.0700667,FALSE,-0.46795,0.56269,0.75584,2,NA
830,5,63214090,64438518,TRUE,212,1875,0.000139671,0.000104309,0.167966,0.0462034,FALSE,NA,NA,NA,NA,NA,NA,2,NA
831,5,64438519,65606870,TRUE,221,2121,0.000160112,3.94684e-05,0.142647,0.257567,FALSE,NA,NA,NA,NA,NA,NA,2,NA
832,5,65606871,67096191,TRUE,401,3236,0.000106588,0.000271388,0.291675,0.00107288,FALSE,NA,NA,NA,NA,NA,NA,2,NA
833,5,67096192,68006993,TRUE,340,2050,NA,0.00028529,NA,0.000334511,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
834,5,68006994,71468651,TRUE,327,3046,4.73775e-05,0.000712866,0.388131,5.89125e-15,FALSE,NA,NA,NA,NA,NA,NA,2,NA
835,5,71468652,73314061,TRUE,441,3526,0.000122215,0.000267563,0.275227,0.00178417,FALSE,NA,NA,NA,NA,NA,NA,2,NA
836,5,73314062,74245354,TRUE,312,2161,NA,3.308e-05,NA,0.317645,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
837,5,74245355,75239302,TRUE,148,1926,2.01206e-06,0.000387073,0.47797,3.72407e-10,FALSE,NA,NA,NA,NA,NA,NA,2,NA
838,5,75239303,75959515,TRUE,267,1718,0.000375719,0.000170981,0.014131,0.00846149,TRUE,-0.750277,-0.750277,FALSE,-1,-0.06825,0.0325381,2,NA
839,5,75959516,77290255,TRUE,456,3171,0.000884656,0.000292951,6.31492e-05,0.00108299,TRUE,-0.292031,-0.292031,FALSE,-1,0.18448,0.215515,2,NA
840,5,77290256,79005158,TRUE,394,3217,0.000473899,0.000594883,0.0112746,3.24397e-10,TRUE,-0.27582,-0.27582,FALSE,-1,0.1565,0.216473,2,NA
841,5,79005159,80448225,TRUE,484,3524,0.000835358,0.000524997,0.000192421,1.08876e-07,TRUE,-0.0711143,-0.0711143,FALSE,-0.53273,0.30931,0.711808,2,NA
842,5,80448226,81710194,TRUE,313,2132,NA,0.000219594,NA,0.00260416,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
843,5,81710195,82720248,TRUE,292,2066,NA,0.000239282,NA,0.000824161,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
844,5,82720249,84094797,TRUE,419,2405,8.58903e-06,0.000381365,0.474121,2.36263e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
845,5,84094798,84697850,TRUE,126,1938,NA,3.4426e-05,NA,0.222204,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
846,5,84697851,85311779,TRUE,88,1858,NA,5.14135e-05,NA,0.0972523,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
847,5,85311780,86493763,TRUE,242,2496,NA,0.000377,NA,2.53166e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
848,5,86493764,87943482,TRUE,206,2125,0.000596713,0.000577593,0.000109203,2.52873e-13,TRUE,0.153736,0.153736,FALSE,-0.21944,0.51509,0.381782,2,NA
849,5,87943483,89584466,TRUE,360,2022,0.000755078,0.000402784,0.000126658,2.73452e-06,TRUE,0.316526,0.316526,FALSE,-0.09973,0.74583,0.122903,2,NA
850,5,89584467,90793804,TRUE,299,2077,0.000188656,0.000463412,0.138808,1.04621e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
851,5,90793805,91956905,TRUE,208,1895,0.00037558,0.000489574,0.00736862,2.96545e-11,TRUE,0.0048085,0.0048085,FALSE,-0.56476,0.47128,0.982703,2,NA
852,5,91956906,93814604,TRUE,373,2318,0.000768049,0.000374497,0.000129182,1.66561e-05,TRUE,-0.0111989,-0.0111989,FALSE,-0.51064,0.40672,0.958063,2,NA
853,5,93814605,95117259,TRUE,353,2374,0.000221092,0.000473116,0.121908,4.68887e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
854,5,95117260,96467377,TRUE,337,2769,NA,0.000245793,NA,0.001299,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
855,5,96467378,97316601,TRUE,118,2406,4.99547e-06,8.73235e-05,0.464372,0.0324741,FALSE,NA,NA,NA,NA,NA,NA,2,NA
856,5,97316602,98567769,TRUE,246,2718,0.000268504,0.000358358,0.0488305,1.08135e-06,TRUE,0.183093,0.183093,FALSE,-0.54229,0.97275,0.540287,2,NA
857,5,98567770,99257995,TRUE,89,1616,0.000268368,9.57829e-05,0.00522723,0.012922,TRUE,0.0515619,0.0515619,FALSE,-1,0.8974,0.885915,2,NA
858,5,99257996,100594081,TRUE,158,2494,0.000700239,5.22905e-05,1.06449e-06,0.155921,FALSE,NA,NA,NA,NA,NA,NA,2,NA
859,5,100594082,101575367,TRUE,152,2465,9.8688e-05,6.52162e-05,0.207681,0.106898,FALSE,NA,NA,NA,NA,NA,NA,2,NA
860,5,101575368,102903985,TRUE,172,2923,0.000280886,8.02845e-05,0.0233717,0.102574,FALSE,NA,NA,NA,NA,NA,NA,2,NA
861,5,102903986,103788460,TRUE,298,1913,0.00047414,0.000398254,0.00477462,4.78495e-07,TRUE,0.205266,0.205266,FALSE,-0.31117,0.73949,0.382341,2,NA
862,5,103788461,104850490,TRUE,199,2446,0.000450528,0.000285487,0.00163619,1.03543e-05,TRUE,0.260113,0.260113,FALSE,-0.24759,0.80261,0.281752,2,NA
863,5,104850491,106389388,TRUE,328,3237,NA,0.00044061,NA,1.20566e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
864,5,106389389,107265911,TRUE,312,2041,0.000143444,0.000410474,0.205172,3.65965e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
865,5,107265912,108641784,TRUE,269,3356,0.000118457,0.000236227,0.230032,0.000630974,FALSE,NA,NA,NA,NA,NA,NA,2,NA
866,5,108641785,109606905,TRUE,279,2490,4.36792e-05,9.02976e-05,0.386608,0.0991383,FALSE,NA,NA,NA,NA,NA,NA,2,NA
867,5,109606906,110819517,TRUE,242,2353,0.000324411,0.00026456,0.0245451,0.000230456,TRUE,-0.370868,-0.370868,FALSE,-1,0.26699,0.234697,2,NA
868,5,110819518,111983115,TRUE,288,2754,9.73815e-05,0.000224214,0.276465,0.00145795,FALSE,NA,NA,NA,NA,NA,NA,2,NA
869,5,111983116,113121555,TRUE,247,3333,NA,0.000343449,NA,2.94243e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
870,5,113121556,113998532,TRUE,254,2299,0.000119809,0.000352214,0.221745,1.52925e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
871,5,113998533,115117631,TRUE,283,2619,NA,0.000284589,NA,0.000106938,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
872,5,115117632,116208000,TRUE,401,3254,NA,0.000347803,NA,5.84364e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
873,5,116208001,117348497,TRUE,372,3212,0.00038596,0.000490678,0.0268102,4.28237e-08,TRUE,0.336891,0.336891,FALSE,-0.21038,1,0.189909,2,NA
874,5,117348498,118605251,TRUE,350,3142,NA,0.000517953,NA,3.51114e-09,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
875,5,118605252,119664173,TRUE,282,2522,0.000430152,0.000230724,0.00758043,0.00102953,TRUE,-0.315758,-0.315758,FALSE,-1,0.27278,0.287147,2,NA
876,5,119664174,120371857,TRUE,163,1959,0.00020957,7.10886e-05,0.0577824,0.108027,FALSE,NA,NA,NA,NA,NA,NA,2,NA
877,5,120371858,120960737,TRUE,184,2068,6.84776e-05,0.000288446,0.297498,4.11273e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
878,5,120960738,122005291,TRUE,255,1863,NA,0.000158374,NA,0.012196,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
879,5,122005292,123191941,TRUE,237,2934,0.000107401,0.000231401,0.237379,0.000448989,FALSE,NA,NA,NA,NA,NA,NA,2,NA
880,5,123191942,124109485,TRUE,329,2041,NA,0.000167564,NA,0.0167358,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
881,5,124109486,125131720,TRUE,421,2613,4.4074e-05,0.0002128,0.406407,0.00815981,FALSE,NA,NA,NA,NA,NA,NA,2,NA
882,5,125131721,126054697,TRUE,260,2546,0.000190165,0.000214094,0.120195,0.00150418,FALSE,NA,NA,NA,NA,NA,NA,2,NA
883,5,126054698,126992836,TRUE,209,2196,0.000262626,0.000218984,0.0423225,0.00104569,TRUE,0.158829,0.158829,FALSE,-0.80437,1,0.654871,2,NA
884,5,126992837,128067414,TRUE,188,2004,0.000153869,0.000177214,0.133195,0.00335827,FALSE,NA,NA,NA,NA,NA,NA,2,NA
885,5,128067415,128734905,TRUE,151,2116,5.23874e-05,0.000228462,0.323121,5.04994e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
886,5,128734906,130573817,TRUE,219,2970,0.000217344,0.000360728,0.0752012,1.71408e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
887,5,130573818,132554690,TRUE,260,2800,0.000201642,0.000381703,0.10866,4.61802e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
888,5,132554691,134556570,TRUE,628,3696,0.000155213,0.00128545,0.264353,1.35672e-24,FALSE,NA,NA,NA,NA,NA,NA,2,NA
889,5,134556571,135344943,TRUE,262,2028,NA,0.000272175,NA,0.000172873,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
890,5,135344944,136949853,TRUE,367,3206,8.12538e-07,0.000407398,0.488501,4.01379e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
891,5,136949854,139408116,TRUE,386,3078,0.000699844,0.000816489,0.00049038,2.9547e-16,TRUE,0.0731876,0.0731876,FALSE,-0.30252,0.42202,0.664687,2,NA
892,5,139408117,141253830,TRUE,387,3077,0.00049667,0.000580135,0.00878532,6.85311e-10,TRUE,-0.125043,-0.125043,FALSE,-0.76689,0.31932,0.571688,2,NA
893,5,141253831,142532956,TRUE,453,2912,0.000290218,0.00038488,0.089366,3.72132e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
894,5,142532957,143605908,TRUE,286,2206,NA,0.00023939,NA,0.000871805,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
895,5,143605909,145319096,TRUE,291,3429,0.000539561,0.000346021,0.00158996,6.47337e-06,TRUE,0.312856,0.312856,FALSE,-0.16932,0.83978,0.178886,2,NA
896,5,145319097,147180171,TRUE,437,3712,0.000121596,0.000448539,0.275191,1.25378e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
897,5,147180172,148662214,TRUE,359,3248,NA,0.000499297,NA,1.55496e-08,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
898,5,148662215,149850203,TRUE,468,2539,NA,0.000302147,NA,0.000750479,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
899,5,149850204,150981934,TRUE,355,2830,NA,0.000267448,NA,0.000684319,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
900,5,150981935,151892617,TRUE,190,2083,NA,0.000223349,NA,0.000210503,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
901,5,151892618,152878627,TRUE,181,2083,0.00020096,4.18218e-05,0.0725602,0.224011,FALSE,NA,NA,NA,NA,NA,NA,2,NA
