"locus","chr","start","stop","processed","K","n_snps","h2_AN","h2_ASD","p_AN","p_ASD","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
686,4,96183802,97540787,TRUE,254,3513,0.00197528,NA,6.02689e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
687,4,97540788,98445515,TRUE,146,1884,0.00090607,0.00100021,0.000403401,0.00603903,TRUE,0.516316,0.516316,FALSE,-0.04212,1,0.078986,2,NA
688,4,98445516,99532480,TRUE,78,2064,0.00105547,0.000320908,1.00126e-06,0.119886,FALSE,NA,NA,NA,NA,NA,NA,2,NA
689,4,99532481,100333334,TRUE,144,2219,0.00069153,0.000175992,0.00379374,0.304652,FALSE,NA,NA,NA,NA,NA,NA,2,NA
690,4,100333335,101132995,TRUE,163,1872,0.00129421,NA,5.49054e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
691,4,101132996,102544803,TRUE,223,3222,0.00193091,2.82227e-05,2.70868e-08,0.462801,FALSE,NA,NA,NA,NA,NA,NA,2,NA
692,4,102544804,104384534,TRUE,254,3307,0.00160099,0.00029097,4.31895e-06,0.268386,FALSE,NA,NA,NA,NA,NA,NA,2,NA
693,4,104384535,105319195,TRUE,104,1679,0.000857714,0.000924225,0.000192228,0.00361602,TRUE,0.668454,0.668454,FALSE,0.13409,1,0.0196807,2,NA
694,4,105319196,106479155,TRUE,225,2337,0.000516739,0.00072898,0.0461601,0.0603936,FALSE,NA,NA,NA,NA,NA,NA,2,NA
695,4,106479156,108131206,TRUE,237,2903,0.00146934,NA,1.49206e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
696,4,108131207,109122458,TRUE,169,1761,0.000725478,NA,0.00501815,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
697,4,109122459,109978982,TRUE,184,1932,0.00107351,NA,0.000186238,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
698,4,109978983,111733579,TRUE,335,3381,0.00133607,NA,0.000435474,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
699,4,111733580,112830229,TRUE,162,1933,0.000214617,NA,0.202139,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
700,4,112830230,113916002,TRUE,173,1958,0.000687232,NA,0.00812851,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
701,4,113916003,115306149,TRUE,279,2843,0.00068786,0.000880852,0.0241269,0.0464932,TRUE,-0.70301,-0.70301,FALSE,-1,0.16163,0.103992,2,NA
702,4,115306150,116204703,TRUE,98,1941,0.000483825,0.000314372,0.0130009,0.149024,FALSE,NA,NA,NA,NA,NA,NA,2,NA
703,4,116204704,117313636,TRUE,93,2313,5.29707e-05,0.000376097,0.375443,0.104803,FALSE,NA,NA,NA,NA,NA,NA,2,NA
704,4,117313637,118395262,TRUE,187,2861,0.000797835,NA,0.00354888,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
705,4,118395263,119138097,TRUE,123,1864,0.000524632,0.000653467,0.0131139,0.0332645,TRUE,0.58011,0.58011,FALSE,-0.29744,1,0.156676,2,NA
706,4,119138098,119927262,TRUE,131,1803,0.000813853,NA,0.000643617,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
707,4,119927263,120563073,TRUE,77,1892,0.000300704,NA,0.0491932,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
708,4,120563074,121393008,TRUE,141,1922,0.000250076,0.000607374,0.145867,0.053022,FALSE,NA,NA,NA,NA,NA,NA,2,NA
709,4,121393009,121981243,TRUE,111,1877,0.000293905,NA,0.0854662,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
710,4,121981244,122655434,TRUE,203,2078,0.000457311,NA,0.058078,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
711,4,122655435,123768693,TRUE,174,2005,0.000781416,0.000205425,0.00313432,0.295614,FALSE,NA,NA,NA,NA,NA,NA,2,NA
712,4,123768694,124534997,TRUE,123,1866,0.000998719,NA,5.52713e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
713,4,124534998,125486535,TRUE,173,2389,0.000639395,NA,0.0108312,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
714,4,125486536,126476842,TRUE,238,2573,0.00066699,NA,0.0191914,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
715,4,126476843,127279171,TRUE,169,1963,0.000705191,0.000181921,0.00656338,0.312979,FALSE,NA,NA,NA,NA,NA,NA,2,NA
716,4,127279172,128321876,TRUE,175,2291,0.000232601,NA,0.185951,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
717,4,128321877,129625376,TRUE,178,1931,0.00208509,0.000470381,2.59436e-10,0.125707,FALSE,NA,NA,NA,NA,NA,NA,2,NA
718,4,129625377,131098950,TRUE,218,2990,0.00110281,NA,0.000333649,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
719,4,131098951,131873453,TRUE,127,1908,0.000529328,NA,0.0150185,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
720,4,131873454,132801980,TRUE,94,1448,0.000349405,0.00027832,0.0486694,0.171238,FALSE,NA,NA,NA,NA,NA,NA,2,NA
721,4,132801981,133524886,TRUE,46,1558,NA,1.00617e-05,NA,0.453044,FALSE,NA,NA,NA,NA,NA,NA,1,"AN"
722,4,133524887,134109978,TRUE,46,1432,0.000139401,0.00012091,0.163141,0.264002,FALSE,NA,NA,NA,NA,NA,NA,2,NA
723,4,134109979,135809542,TRUE,181,3343,0.00100812,NA,0.000495067,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
724,4,135809543,137400031,TRUE,219,3367,0.000650028,NA,0.0222666,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
725,4,137400032,138537344,TRUE,254,3434,0.00112967,NA,0.000593819,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
726,4,138537345,139553760,TRUE,229,2373,0.000697773,NA,0.0148707,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
727,4,139553761,141087047,TRUE,376,2750,0.000951121,NA,0.0110512,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
728,4,141087048,142807914,TRUE,298,3203,0.000495418,2.68643e-06,0.0823853,0.487072,FALSE,NA,NA,NA,NA,NA,NA,2,NA
729,4,142807915,144401042,TRUE,156,3194,0.000536659,NA,0.0210519,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
730,4,144401043,146174871,TRUE,140,2543,0.000660781,NA,0.0061785,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
731,4,146174872,147161042,TRUE,218,1872,0.00100775,NA,0.00105764,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
732,4,147161043,148462208,TRUE,168,2420,0.000841693,NA,0.00147786,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
733,4,148462209,149998528,TRUE,306,2828,0.000461661,NA,0.100983,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
734,4,149998529,151014322,TRUE,137,1535,0.000574963,0.000408015,0.0127183,0.128391,FALSE,NA,NA,NA,NA,NA,NA,2,NA
735,4,151014323,152162098,TRUE,126,1749,0.000713269,NA,0.00224759,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
736,4,152162099,153520883,TRUE,207,2642,0.00037476,9.27078e-05,0.100355,0.404207,FALSE,NA,NA,NA,NA,NA,NA,2,NA
737,4,153520884,155044409,TRUE,397,3360,0.00169541,NA,5.49502e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
738,4,155044410,156520288,TRUE,302,2909,0.00127331,NA,0.000426156,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
739,4,156520289,157597309,TRUE,277,3347,0.00119614,NA,0.000501127,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
740,4,157597310,159176073,TRUE,185,2978,0.000698584,NA,0.00905561,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
741,4,159176074,160828480,TRUE,212,3151,0.000962093,0.000165776,0.00121267,0.344181,FALSE,NA,NA,NA,NA,NA,NA,2,NA
742,4,160828481,161666201,TRUE,204,2096,0.000756265,NA,0.00650166,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
743,4,161666202,162239289,TRUE,116,2273,0.000172823,NA,0.204895,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
744,4,162239290,163245541,TRUE,218,2816,0.00150825,NA,3.4553e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
745,4,163245542,163937103,TRUE,100,1743,0.000637589,NA,0.00234337,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
746,4,163937104,164781847,TRUE,165,1729,0.00121709,0.000560323,2.81843e-05,0.0810851,FALSE,NA,NA,NA,NA,NA,NA,2,NA
747,4,164781848,165824650,TRUE,253,3115,0.00078853,NA,0.0106571,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
748,4,165824651,166702855,TRUE,246,2419,0.00137628,NA,5.75574e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
749,4,166702856,167643768,TRUE,121,2252,0.000626033,0.000134871,0.00567549,0.330743,FALSE,NA,NA,NA,NA,NA,NA,2,NA
750,4,167643769,168623790,TRUE,153,2506,0.000681743,NA,0.00693773,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
751,4,168623791,169555114,TRUE,219,2427,0.000583495,NA,0.0336841,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
752,4,169555115,170682809,TRUE,194,1989,0.000761787,NA,0.00578495,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
753,4,170682810,171643019,TRUE,163,2705,NA,0.000497536,NA,0.104089,FALSE,NA,NA,NA,NA,NA,NA,1,"AN"
754,4,171643020,172555990,TRUE,97,2481,0.000226821,NA,0.126822,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
755,4,172555991,174470206,TRUE,271,2956,0.000969025,0.000816527,0.00399019,0.056474,FALSE,NA,NA,NA,NA,NA,NA,2,NA
756,4,174470207,175295842,TRUE,245,1675,0.00136272,6.57636e-05,6.55075e-05,0.433594,FALSE,NA,NA,NA,NA,NA,NA,2,NA
757,4,175295843,175959697,TRUE,198,1969,0.000588451,NA,0.0227092,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
758,4,175959698,177129678,TRUE,238,2311,0.000702919,0.000461998,0.0201894,0.162494,FALSE,NA,NA,NA,NA,NA,NA,2,NA
759,4,177129679,178314527,TRUE,260,2900,0.000593046,NA,0.0426817,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
760,4,178314528,179233905,TRUE,221,2054,0.000537196,NA,0.0418905,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
761,4,179233906,179932391,TRUE,140,1808,0.000419771,8.68026e-05,0.0492492,0.390526,FALSE,NA,NA,NA,NA,NA,NA,2,NA
762,4,179932392,180540877,TRUE,147,2011,0.000156932,NA,0.257031,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
763,4,180540878,181122433,TRUE,215,1967,0.00049766,7.13438e-06,0.050818,0.480822,FALSE,NA,NA,NA,NA,NA,NA,2,NA
764,4,181122434,182065646,TRUE,379,2702,0.00124378,NA,0.00187449,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
765,4,182065647,182946258,TRUE,423,2901,0.00115806,NA,0.00366537,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
766,4,182946259,183603892,TRUE,325,1710,0.00123605,NA,0.00116447,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
767,4,183603893,184338584,TRUE,230,1672,0.000592688,NA,0.0355574,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
768,4,184338585,185483262,TRUE,466,2969,0.00186092,NA,7.86656e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
769,4,185483263,186232882,TRUE,218,2093,0.00119548,NA,0.000174347,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
770,4,186232883,186881568,TRUE,270,1752,0.000732195,NA,0.0207266,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
771,4,186881569,187985393,TRUE,462,2994,0.00145324,NA,0.000849063,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
772,4,187985394,189153279,TRUE,391,3243,0.00176123,NA,3.22095e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
773,4,189153280,189899573,TRUE,296,3346,0.00192383,0.000223936,4.62162e-07,0.326675,FALSE,NA,NA,NA,NA,NA,NA,2,NA
774,4,189899574,191043880,TRUE,177,2159,0.000515742,NA,0.0338298,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
775,5,10043,598320,TRUE,105,1650,0.000150784,0.000166791,0.241544,0.285446,FALSE,NA,NA,NA,NA,NA,NA,2,NA
776,5,598321,1206609,TRUE,127,1001,0.00216621,NA,7.9172e-11,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
777,5,1206610,2106885,TRUE,463,2963,0.00180994,NA,8.0476e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
778,5,2106886,2960068,TRUE,322,2482,0.00203302,NA,4.94514e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
779,5,2960069,3677595,TRUE,301,2663,0.00108974,0.000215309,0.00182344,0.333778,FALSE,NA,NA,NA,NA,NA,NA,2,NA
780,5,3677596,4636542,TRUE,191,1801,0.000905545,NA,0.00190785,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
781,5,4636543,5828694,TRUE,341,2856,0.00141492,0.00108053,0.000301002,0.0315656,TRUE,-0.360743,-0.360743,FALSE,-1,0.2783,0.256843,2,NA
782,5,5828695,6936733,TRUE,429,3482,0.000852603,NA,0.0235185,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
783,5,6936734,8079415,TRUE,283,3200,0.000856216,0.000250404,0.00809218,0.305246,FALSE,NA,NA,NA,NA,NA,NA,2,NA
784,5,8079416,9203855,TRUE,188,3155,0.000267987,NA,0.166542,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
785,5,9203856,10549029,TRUE,396,2827,0.00152052,NA,0.000304495,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
786,5,10549030,11850850,TRUE,367,2829,0.00118876,NA,0.00211367,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
787,5,11850851,12867189,TRUE,72,1789,0.000443836,0.000270314,0.00906172,0.148225,FALSE,NA,NA,NA,NA,NA,NA,2,NA
788,5,12867190,13608147,TRUE,102,1815,0.0013806,NA,9.21096e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
789,5,13608148,14910295,TRUE,333,2754,0.00129914,NA,0.000594958,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
790,5,14910296,16592319,TRUE,302,2764,0.000927684,NA,0.00653354,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
791,5,16592320,17803477,TRUE,355,2515,0.00119025,NA,0.00257244,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
792,5,17803478,18791410,TRUE,145,2486,0.00063135,0.000218567,0.00775864,0.267424,FALSE,NA,NA,NA,NA,NA,NA,2,NA
793,5,18791411,20397013,TRUE,187,3242,0.00110669,0.000301472,0.000200014,0.229726,FALSE,NA,NA,NA,NA,NA,NA,2,NA
794,5,20397014,21211399,TRUE,81,1505,0.000379016,NA,0.0286788,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
795,5,21211400,22149042,TRUE,106,1393,0.000355569,NA,0.0525024,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
796,5,22149043,23246745,TRUE,133,2196,0.000884764,NA,0.000471358,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
797,5,23246746,24362661,TRUE,114,2983,0.000255971,NA,0.119924,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
798,5,24362662,25722097,TRUE,218,2697,0.00185516,NA,1.03559e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
799,5,25722098,26938178,TRUE,195,3338,0.00110366,NA,0.000342381,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
800,5,26938179,28315653,TRUE,181,2447,0.00122936,NA,8.55284e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
801,5,28315654,29593755,TRUE,197,3355,0.000961621,9.17589e-05,0.0008378,0.402729,FALSE,NA,NA,NA,NA,NA,NA,2,NA
802,5,29593756,30416066,TRUE,145,2819,8.06133e-05,NA,0.357282,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
803,5,30416067,31679464,TRUE,330,2738,0.00145895,NA,0.000178025,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
804,5,31679465,32727914,TRUE,319,2380,0.00187523,NA,3.28014e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
805,5,32727915,33971056,TRUE,259,2849,0.00102872,NA,0.00152095,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
806,5,33971057,35157146,TRUE,240,2727,0.000578337,NA,0.0418741,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
807,5,35157147,36431967,TRUE,268,2942,0.000779556,NA,0.0113949,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
808,5,36431968,37925487,TRUE,246,2527,0.000239322,NA,0.221259,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
809,5,37925488,39438985,TRUE,308,2986,0.0015993,0.000424181,2.62175e-05,0.211007,FALSE,NA,NA,NA,NA,NA,NA,2,NA
810,5,39438986,40290851,TRUE,170,2574,0.000496659,4.31169e-05,0.0328859,0.442714,FALSE,NA,NA,NA,NA,NA,NA,2,NA
811,5,40290852,41279590,TRUE,204,2434,0.000688995,NA,0.0104397,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
812,5,41279591,42856332,TRUE,158,2962,0.000793697,NA,0.00229193,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
813,5,42856333,44049878,TRUE,103,2302,0.00129716,0.000252168,1.9651e-07,0.202803,FALSE,NA,NA,NA,NA,NA,NA,2,NA
814,5,44049879,45305566,TRUE,105,1816,0.000942251,0.000145973,4.81071e-05,0.307461,FALSE,NA,NA,NA,NA,NA,NA,2,NA
815,5,45305567,46388848,TRUE,24,720,9.09884e-05,5.22082e-05,0.197949,0.332208,FALSE,NA,NA,NA,NA,NA,NA,2,NA
816,5,46388849,50164835,TRUE,25,864,6.12105e-05,NA,0.266568,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
817,5,50164836,51203265,TRUE,173,1864,0.000646737,NA,0.010646,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
818,5,51203266,52139773,TRUE,175,2274,0.000287609,NA,0.141868,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
819,5,52139774,52837225,TRUE,173,1968,0.00117409,0.000599836,3.53384e-05,0.0724847,FALSE,NA,NA,NA,NA,NA,NA,2,NA
820,5,52837226,53747856,TRUE,265,2338,0.000268929,NA,0.199952,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
821,5,53747857,55221398,TRUE,249,3746,0.00153737,0.000253284,8.42612e-06,0.291879,FALSE,NA,NA,NA,NA,NA,NA,2,NA
822,5,55221399,55968966,TRUE,314,1940,0.000895311,0.000819306,0.00970002,0.0686767,FALSE,NA,NA,NA,NA,NA,NA,2,NA
823,5,55968967,56896890,TRUE,225,1935,0.000706074,NA,0.0145572,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
824,5,56896891,57895012,TRUE,202,2516,0.000777809,0.000163722,0.00504205,0.342356,FALSE,NA,NA,NA,NA,NA,NA,2,NA
825,5,57895013,58721458,TRUE,276,2261,0.000518027,NA,0.0609246,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
826,5,58721459,59868567,TRUE,176,1696,0.000402264,0.000274564,0.0686931,0.242555,FALSE,NA,NA,NA,NA,NA,NA,2,NA
827,5,59868568,60930753,TRUE,125,1818,0.000375438,0.000227841,0.0523264,0.244473,FALSE,NA,NA,NA,NA,NA,NA,2,NA
828,5,60930754,62180368,TRUE,198,2130,0.00032638,NA,0.123151,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
829,5,62180369,63214089,TRUE,174,2560,0.000596658,2.18662e-05,0.0151882,0.464162,FALSE,NA,NA,NA,NA,NA,NA,2,NA
830,5,63214090,64438518,TRUE,176,1842,0.000553922,0.00096225,0.0224884,0.0125953,TRUE,0.0179954,0.0179954,FALSE,-1,0.99964,0.962566,2,NA
831,5,64438519,65606870,TRUE,179,2095,0.000273806,6.85689e-05,0.157058,0.419885,FALSE,NA,NA,NA,NA,NA,NA,2,NA
832,5,65606871,67096191,TRUE,293,3170,0.00219636,1.86095e-05,2.38984e-08,0.47483,FALSE,NA,NA,NA,NA,NA,NA,2,NA
833,5,67096192,68006993,TRUE,262,1852,0.00154894,0.000766703,2.39655e-05,0.0646089,FALSE,NA,NA,NA,NA,NA,NA,2,NA
834,5,68006994,71468651,TRUE,234,2892,0.00012164,NA,0.336941,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
835,5,71468652,73314061,TRUE,341,3332,0.000935961,NA,0.00818702,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
836,5,73314062,74245354,TRUE,233,2006,0.00066123,NA,0.0196525,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
837,5,74245355,75239302,TRUE,103,1935,0.000624145,0.000376254,0.0025627,0.115306,FALSE,NA,NA,NA,NA,NA,NA,2,NA
838,5,75239303,75959515,TRUE,214,1752,0.000916649,0.000167471,0.00222865,0.343493,FALSE,NA,NA,NA,NA,NA,NA,2,NA
839,5,75959516,77290255,TRUE,374,3051,0.00202141,NA,1.26104e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
840,5,77290256,79005158,TRUE,284,3109,0.000464926,0.000131631,0.0885238,0.388918,FALSE,NA,NA,NA,NA,NA,NA,2,NA
841,5,79005159,80448225,TRUE,455,3632,0.00074839,0.000333482,0.0426302,0.298438,FALSE,NA,NA,NA,NA,NA,NA,2,NA
842,5,80448226,81710194,TRUE,268,2081,0.000726961,0.000305585,0.0173385,0.264291,FALSE,NA,NA,NA,NA,NA,NA,2,NA
843,5,81710195,82720248,TRUE,238,2011,0.00156904,0.000184909,6.0378e-06,0.337701,FALSE,NA,NA,NA,NA,NA,NA,2,NA
844,5,82720249,84094797,TRUE,360,2334,0.00216123,NA,5.21906e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
845,5,84094798,84697850,TRUE,104,1936,0.000647505,NA,0.0020473,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
846,5,84697851,85311779,TRUE,83,1946,0.000221169,NA,0.114828,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
847,5,85311780,86493763,TRUE,190,2462,0.000297178,NA,0.142955,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
848,5,86493764,87943482,TRUE,124,1933,0.000380493,0.000135392,0.050537,0.33208,FALSE,NA,NA,NA,NA,NA,NA,2,NA
849,5,87943483,89584466,TRUE,249,1803,0.000885813,2.4741e-05,0.00513683,0.467651,FALSE,NA,NA,NA,NA,NA,NA,2,NA
850,5,89584467,90793804,TRUE,247,2027,0.00108284,NA,0.000726193,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
851,5,90793805,91956905,TRUE,160,1860,0.000911293,0.00022987,0.000738298,0.267606,FALSE,NA,NA,NA,NA,NA,NA,2,NA
852,5,91956906,93814604,TRUE,270,2068,0.00232385,0.000164618,1.43847e-09,0.361679,FALSE,NA,NA,NA,NA,NA,NA,2,NA
853,5,93814605,95117259,TRUE,301,2219,0.00178059,0.000129403,3.3429e-06,0.393578,FALSE,NA,NA,NA,NA,NA,NA,2,NA
854,5,95117260,96467377,TRUE,280,2720,0.000258111,0.000636997,0.215577,0.108421,FALSE,NA,NA,NA,NA,NA,NA,2,NA
855,5,96467378,97316601,TRUE,65,2399,0.000685684,NA,0.00024312,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
856,5,97316602,98567769,TRUE,188,2737,0.000197736,NA,0.232535,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
857,5,98567770,99257995,TRUE,53,1767,4.09696e-05,3.04748e-05,0.365985,0.420481,FALSE,NA,NA,NA,NA,NA,NA,2,NA
858,5,99257996,100594081,TRUE,112,2531,0.000863768,NA,0.000169221,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
859,5,100594082,101575367,TRUE,123,2458,3.80077e-05,NA,0.41585,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
860,5,101575368,102903985,TRUE,116,2837,1.80404e-06,0.000616285,0.479252,0.0371898,FALSE,NA,NA,NA,NA,NA,NA,2,NA
861,5,102903986,103788460,TRUE,258,1878,0.00129713,0.000847615,0.000134832,0.0465681,TRUE,-0.584629,-0.584629,FALSE,-1,0.07083,0.0771593,2,NA
862,5,103788461,104850490,TRUE,178,2439,0.000666353,0.000635664,0.00975676,0.0644322,FALSE,NA,NA,NA,NA,NA,NA,2,NA
863,5,104850491,106389388,TRUE,267,3195,0.00161608,NA,7.25931e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
864,5,106389389,107265911,TRUE,268,1953,0.00218146,1.64454e-05,4.98622e-09,0.475406,FALSE,NA,NA,NA,NA,NA,NA,2,NA
865,5,107265912,108641784,TRUE,207,3315,0.000735977,0.000107666,0.00751983,0.391257,FALSE,NA,NA,NA,NA,NA,NA,2,NA
866,5,108641785,109606905,TRUE,178,2322,0.00205904,NA,2.11908e-10,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
867,5,109606906,110819517,TRUE,144,2130,0.000713394,NA,0.00373479,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
868,5,110819518,111983115,TRUE,254,2718,0.000951629,7.16494e-05,0.00268071,0.430043,FALSE,NA,NA,NA,NA,NA,NA,2,NA
869,5,111983116,113121555,TRUE,180,3170,0.000757122,0.00025944,0.00426443,0.256142,FALSE,NA,NA,NA,NA,NA,NA,2,NA
870,5,113121556,113998532,TRUE,239,2340,0.000511722,0.00139771,0.0525483,0.00285073,FALSE,NA,NA,NA,NA,NA,NA,2,NA
871,5,113998533,115117631,TRUE,220,2486,0.000592305,NA,0.0293165,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
872,5,115117632,116208000,TRUE,314,3116,0.00166424,6.16684e-05,1.09842e-05,0.444209,FALSE,NA,NA,NA,NA,NA,NA,2,NA
873,5,116208001,117348497,TRUE,294,3059,0.00125131,NA,0.000461831,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
874,5,117348498,118605251,TRUE,319,3115,0.00132623,NA,0.00029223,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
875,5,118605252,119664173,TRUE,251,2560,0.000536491,NA,0.0509956,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
876,5,119664174,120371857,TRUE,137,1864,NA,0.000113915,NA,0.361237,FALSE,NA,NA,NA,NA,NA,NA,1,"AN"
